CTLabel,BoroCode,BoroName,CT2010,BoroCT2010,CDEligibil,NTACode,NTAName,PUMA,Shape_Leng,Shape_Area,fullCT,vouchers2012,vouchers2013,vouchers2014,vouchers2015
208.04,5,Staten Island,020804,5020804,I,SI32,Rossville-Woodrow,3901,16137.210518,14324565.2877,36085020804,-1,-1,,
945,4,Queens,094500,4094500,I,QN49,Whitestone,4103,26726.477793,16426084.6721,36081094500,4,4,4,4
319,2,Bronx,031900,2031900,E,BX22,North Riverdale-Fieldston-Riverdale,3701,7143.913371,2381881.89656,36005031900,-1,-1,,
545,3,Brooklyn,054500,3054500,E,BK72,Williamsburg,4001,5308.784438,1802063.24412,36047054500,226,252,245,252
59,3,Brooklyn,005900,3005900,E,BK33,Carroll Gardens-Columbia Street-Red Hook,4005,10119.272192,3852486.96185,36047005900,48,57,65,58
33,3,Brooklyn,003300,3003300,I,BK68,Fort Greene,4004,6435.564794,1773329.14492,36047003300,2,2,5,6
213.03,1,Manhattan,021303,1021303,E,MN06,Manhattanville,3802,7253.730588,1650328.22328,36061021303,91,84,79,80
998,3,Brooklyn,099800,3099800,I,BK50,Canarsie,4009,13365.092746,4560610.50883,36047099800,1,1,,1
1028,3,Brooklyn,102800,3102800,I,BK50,Canarsie,4009,14221.916375,8910308.38777,36047102800,8,9,8,7
37,3,Brooklyn,003700,3003700,I,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4004,7325.293106,1805697.82631,36047003700,-1,-1,,
39,3,Brooklyn,003900,3003900,I,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4004,5101.749928,1681241.46988,36047003900,24,28,24,26
174,3,Brooklyn,017400,3017400,E,BK27,Bath Beach,4017,5995.85312,1798223.91729,36047017400,4,4,4,3
176,3,Brooklyn,017600,3017600,E,BK27,Bath Beach,4017,5460.466916,1436666.98083,36047017600,5,5,5,5
43,1,Manhattan,004300,1004300,I,MN24,SoHo-TriBeCa-Civic Center-Little Italy,3810,5090.419737,1605585.14064,36061004300,1,1,1,1
38,1,Manhattan,003800,1003800,I,MN22,East Village,3809,5841.822901,2180883.6757,36061003800,32,32,30,29
55.02,1,Manhattan,005502,1005502,I,MN23,West Village,3810,4547.015774,1243017.21891,36061005502,-1,-1,,1
57,1,Manhattan,005700,1005700,I,MN23,West Village,3810,4745.950133,1155301.61546,36061005700,-1,-1,,
36.01,1,Manhattan,003601,1003601,E,MN27,Chinatown,3809,4185.592304,1068027.19907,36061003601,22,23,20,21
36.02,1,Manhattan,003602,1003602,I,MN22,East Village,3809,4076.249846,961070.463813,36061003602,6,6,6,7
86.02,1,Manhattan,008602,1008602,I,MN19,Turtle Bay-East Midtown,3808,5003.031345,1075371.26268,36061008602,-1,1,1,
1399,4,Queens,139900,4139900,I,QN46,Bayside-Bayside Hills,4104,8227.897272,3968601.40969,36081139900,-1,-1,,
1441,4,Queens,144100,4144100,I,QN46,Bayside-Bayside Hills,4104,8947.044079,3627719.91425,36081144100,1,-1,,1
15,3,Brooklyn,001500,3001500,E,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4004,9621.617725,3310755.64743,36047001500,-1,-1,,
31,3,Brooklyn,003100,3003100,I,BK68,Fort Greene,4004,7677.114187,3103363.93422,36047003100,2,2,1,2
334.01,4,Queens,033401,4033401,I,QN08,St. Albans,4112,10725.352065,6034825.01283,36081033401,60,64,64,61
132.03,5,Staten Island,013203,5013203,I,SI54,Great Kills,3901,15188.234676,11116096.5734,36085013203,7,5,6,5
357,3,Brooklyn,035700,3035700,E,BK61,Crown Heights North,4006,6564.457402,1967030.99701,36047035700,109,110,112,106
359,3,Brooklyn,035900,3035900,E,BK61,Crown Heights North,4006,6551.100871,1952759.9159,36047035900,242,229,212,202
141,2,Bronx,014100,2014100,E,BX35,Morrisania-Melrose,3705,6841.722985,1907232.43777,36005014100,276,298,296,297
185,2,Bronx,018500,2018500,E,BX35,Morrisania-Melrose,3705,10321.296927,4434780.53983,36005018500,439,437,420,448
71,2,Bronx,007100,2007100,E,BX34,Melrose South-Mott Haven North,3710,8622.340534,2843661.98725,36005007100,34,41,59,62
184,2,Bronx,018400,2018400,I,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703,9097.856712,4814309.84859,36005018400,20,20,20,21
164,2,Bronx,016400,2016400,I,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703,5508.377196,1768563.77378,36005016400,15,13,8,8
281,1,Manhattan,028100,1028100,I,MN35,Washington Heights North,3801,4900.260605,983021.492703,36061028100,7,6,6,6
273,1,Manhattan,027300,1027300,I,MN35,Washington Heights North,3801,8400.213427,1901404.8595,36061027300,32,27,28,31
275,1,Manhattan,027500,1027500,I,MN35,Washington Heights North,3801,11146.555924,2947641.60775,36061027500,3,3,3,3
39,5,Staten Island,003900,5003900,I,SI08,Grymes Hill-Clifton-Fox Hills,3903,11532.199792,6292489.54255,36085003900,5,5,6,6
281,3,Brooklyn,028100,3028100,E,BK35,Stuyvesant Heights,4003,5389.338368,1743468.12422,36047028100,82,74,70,63
458,2,Bronx,045800,2045800,E,BX03,Eastchester-Edenwald-Baychester,3702,6478.786903,2582516.41854,36005045800,3,-1,,
460,2,Bronx,046000,2046000,E,BX03,Eastchester-Edenwald-Baychester,3702,7510.861057,3096846.37576,36005046000,52,90,93,126
484,2,Bronx,048400,2048400,I,BX03,Eastchester-Edenwald-Baychester,3702,12428.183521,7465667.12855,36005048400,29,21,26,32
449.01,2,Bronx,044901,2044901,I,BX62,Woodlawn-Wakefield,3702,5633.38906,1706515.64432,36005044901,5,5,5,6
449.02,2,Bronx,044902,2044902,I,BX62,Woodlawn-Wakefield,3702,5935.017291,1681787.25464,36005044902,1,1,1,1
511,4,Queens,051100,4051100,I,QN30,Maspeth,4110,9403.421402,3048433.92604,36081051100,1,1,1,1
238.02,1,Manhattan,023802,1023802,I,MN31,Lenox Hill-Roosevelt Island,3805,10123.654356,2699017.05405,36061023802,1,1,,
254,4,Queens,025400,4025400,E,QN01,South Jamaica,4112,12208.477262,6798492.07215,36081025400,206,210,192,185
14.02,1,Manhattan,001402,1001402,E,MN28,Lower East Side,3809,4459.156017,1226206.04788,36061001402,78,92,78,60
86.01,1,Manhattan,008601,1008601,I,MN19,Turtle Bay-East Midtown,3808,6332.850896,1221384.83604,36061008601,-1,-1,,
446.01,4,Queens,044601,4044601,E,QN61,Jamaica,4112,6255.706495,2419638.94695,36081044601,21,21,20,21
460,4,Queens,046000,4046000,E,QN61,Jamaica,4112,6262.824035,2381695.31835,36081046000,15,13,12,11
212,4,Queens,021200,4021200,E,QN61,Jamaica,4112,8201.875278,2536195.91807,36081021200,12,11,11,11
240,4,Queens,024000,4024000,E,QN61,Jamaica,4112,8002.030606,2901925.95983,36081024000,22,21,32,27
137,4,Queens,013700,4013700,I,QN72,Steinway,4101,7877.751018,2152435.34048,36081013700,-1,-1,,
69,4,Queens,006900,4006900,E,QN71,Old Astoria,4101,6617.187739,2266843.26354,36081006900,22,19,19,22
71,4,Queens,007100,4007100,I,QN71,Old Astoria,4101,8689.483838,2101574.64772,36081007100,1,1,1,1
65.01,4,Queens,006501,4006501,E,QN70,Astoria,4101,5124.691061,1198418.18666,36081006501,1,1,1,1
125,4,Queens,012500,4012500,I,QN72,Steinway,4101,7021.101722,1752217.16507,36081012500,1,1,1,1
972.03,4,Queens,097203,4097203,E,QN12,Hammels-Arverne-Edgemere,4114,32394.745874,14143047.977,36081097203,10,7,8,32
14.01,1,Manhattan,001401,1001401,I,MN28,Lower East Side,3809,5075.332419,1006080.80467,36061001401,12,12,9,7
152,3,Brooklyn,015200,3015200,I,BK30,Dyker Heights,4013,8536.289622,2884171.01839,36047015200,1,1,1,1
150,3,Brooklyn,015000,3015000,I,BK30,Dyker Heights,4013,5237.641008,1436079.90939,36047015000,1,1,1,1
154,3,Brooklyn,015400,3015400,I,BK99,park-cemetery-etc-Brooklyn,4013,14530.43644,9969049.29507,36047015400,-1,-1,,
66,1,Manhattan,006600,1006600,I,MN20,Murray Hill-Kips Bay,3808,5497.310706,1880429.45739,36061006600,428,420,338,342
70,1,Manhattan,007000,1007000,I,MN20,Murray Hill-Kips Bay,3808,5538.1038,1908709.29659,36061007000,-1,-1,66,66
58,4,Queens,005800,4005800,I,QN56,Ozone Park,4113,11933.611349,6432379.71058,36081005800,44,43,36,35
304,3,Brooklyn,030400,3030400,E,BK29,Bensonhurst East,4017,13718.405054,4990405.41995,36047030400,113,104,98,93
95,4,Queens,009500,4009500,I,QN72,Steinway,4101,6035.059549,1770676.8241,36081009500,-1,-1,,
99,4,Queens,009900,4009900,I,QN99,park-cemetery-etc-Queens,4101,8559.814926,2682800.95293,36081009900,-1,-1,,
103,4,Queens,010300,4010300,E,QN72,Steinway,4101,9276.140901,2695886.77602,36081010300,88,84,83,80
352,4,Queens,035200,4035200,I,QN08,St. Albans,4112,13006.766659,6514364.169,36081035200,20,22,19,17
27,5,Staten Island,002700,5002700,E,SI37,Stapleton-Rosebank,3903,6745.567671,2702766.25872,36085002700,38,34,33,31
144.02,1,Manhattan,014402,1014402,I,MN32,Yorkville,3805,6915.882276,1886917.73154,36061014402,1,2,1,1
152,1,Manhattan,015200,1015200,I,MN32,Yorkville,3805,8783.161011,1913189.43076,36061015200,2,3,1,1
147,1,Manhattan,014700,1014700,I,MN14,Lincoln Square,3806,3367.167814,704091.017398,36061014700,-1,-1,,
112.02,5,Staten Island,011202,5011202,I,SI45,New Dorp-Midland Beach,3902,19746.225524,21697599.2771,36085011202,14,9,9,7
128.04,5,Staten Island,012804,5012804,I,SI45,New Dorp-Midland Beach,3902,14737.168412,9431497.85033,36085012804,9,10,11,12
910,3,Brooklyn,091000,3091000,E,BK81,Brownsville,4007,6092.210747,2281443.66409,36047091000,21,23,23,25
912,3,Brooklyn,091200,3091200,E,BK81,Brownsville,4007,5530.135923,1800466.5635,36047091200,-1,-1,1,
1182.01,3,Brooklyn,118201,3118201,I,BK83,Cypress Hills-City Line,4008,4880.982097,1360340.16552,36047118201,71,68,70,64
1182.02,3,Brooklyn,118202,3118202,E,BK83,Cypress Hills-City Line,4008,4918.216346,1337843.72827,36047118202,56,54,58,51
1184,3,Brooklyn,118400,3118400,E,BK83,Cypress Hills-City Line,4008,5966.706866,2204317.90316,36047118400,100,98,88,85
414,4,Queens,041400,4041400,E,QN01,South Jamaica,4112,10098.685186,5132816.40318,36081041400,55,58,66,60
440,4,Queens,044000,4044000,E,QN01,South Jamaica,4112,9019.055173,4055561.19685,36081044000,81,79,67,64
97,5,Staten Island,009700,5009700,I,SI22,West New Brighton-New Brighton-St. George,3903,22660.79509,11087584.1281,36085009700,145,140,130,127
219,1,Manhattan,021900,1021900,E,MN06,Manhattanville,3802,7846.915112,3004764.55401,36061021900,184,232,238,246
170.07,5,Staten Island,017007,5017007,I,SI48,Arden Heights,3901,15888.168099,15717469.5578,36085017007,2,1,1,1
178,1,Manhattan,017800,1017800,E,MN34,East Harlem North,3804,6844.212513,2662724.19269,36061017800,144,139,138,142
997.01,4,Queens,099701,4099701,I,QN47,Ft. Totten-Bay Terrace-Clearview,4103,13357.700883,10653879.0321,36081099701,-1,-1,,
307,1,Manhattan,030700,1030700,I,MN01,Marble Hill-Inwood,3801,4148.171531,908014.729849,36061030700,20,24,24,24
201,5,Staten Island,020100,5020100,I,SI07,Westerleigh,3903,14496.555116,6756462.89365,36085020100,16,13,13,12
244.01,5,Staten Island,024401,5024401,I,SI11,Charleston-Richmond Valley-Tottenville,3901,24622.942695,22757083.7674,36085024401,4,4,3,3
59.02,2,Bronx,005902,2005902,E,BX14,East Concourse-Concourse Village,3708,5206.208333,766665.222639,36005005902,15,59,80,81
61,2,Bronx,006100,2006100,E,BX14,East Concourse-Concourse Village,3708,8370.144082,2605984.72388,36005006100,-1,14,14,12
247,5,Staten Island,024700,5024700,E,SI28,Port Richmond,3903,10772.497862,5207331.54554,36085024700,24,24,27,24
251,5,Staten Island,025100,5025100,I,SI28,Port Richmond,3903,16988.928775,12801492.0726,36085025100,3,3,6,6
291.02,5,Staten Island,029102,5029102,I,SI05,New Springville-Bloomfield-Travis,3902,58470.186443,106435919.864,36085029102,8,8,6,5
205,4,Queens,020500,4020500,I,QN31,Hunters Point-Sunnyside-West Maspeth,4109,11171.520521,6482333.0985,36081020500,8,10,8,7
229,4,Queens,022900,4022900,I,QN99,park-cemetery-etc-Queens,4109,22276.846874,14413152.7102,36081022900,-1,-1,,
303.01,5,Staten Island,030301,5030301,I,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,3903,18497.958197,7821802.58933,36085030301,13,14,13,14
65,2,Bronx,006500,2006500,E,BX34,Melrose South-Mott Haven North,3710,9812.031538,2812249.04136,36005006500,222,242,242,241
319.02,5,Staten Island,031902,5031902,E,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,3903,18063.518236,7018116.07694,36085031902,110,103,118,583
1471,4,Queens,147100,4147100,I,QN46,Bayside-Bayside Hills,4104,10200.518035,4561921.34456,36081147100,1,1,,
1507.01,4,Queens,150701,4150701,I,QN45,Douglas Manor-Douglaston-Little Neck,4104,15038.633567,9372852.04773,36081150701,-1,-1,,
120,3,Brooklyn,012000,3012000,E,BK34,Sunset Park East,4012,7670.095674,2102411.81608,36047012000,3,3,3,2
126,3,Brooklyn,012600,3012600,E,BK31,Bay Ridge,4013,7482.645777,2486089.8401,36047012600,21,19,19,15
635,4,Queens,063500,4063500,I,QN19,Glendale,4110,6359.73305,2043270.96231,36081063500,3,5,7,6
223.01,1,Manhattan,022301,1022301,E,MN06,Manhattanville,3802,8493.226094,1972625.0159,36061022301,207,206,195,185
223.02,1,Manhattan,022302,1022302,E,MN06,Manhattanville,3802,3985.502022,641750.297812,36061022302,752,383,5,2
53,2,Bronx,005300,2005300,E,BX36,University Heights-Morris Heights,3707,4221.35428,907657.048508,36005005300,297,1024,1018,1017
621,4,Queens,062100,4062100,I,QN21,Middle Village,4110,7650.677696,2794906.7802,36081062100,8,9,8,7
171,2,Bronx,017100,2017100,I,BX99,park-cemetery-etc-Bronx,3708,6043.894214,1837138.94755,36005017100,2,-1,,3
177.02,2,Bronx,017702,2017702,E,BX14,East Concourse-Concourse Village,3708,6883.888428,1516815.60395,36005017702,264,264,261,260
289,2,Bronx,028900,2028900,E,BX29,Spuyten Duyvil-Kingsbridge,3701,5941.00363,2054653.30614,36005028900,57,59,81,80
356,2,Bronx,035600,2035600,I,BX03,Eastchester-Edenwald-Baychester,3702,12236.912513,4229647.32423,36005035600,26,23,28,26
207,3,Brooklyn,020700,3020700,I,BK64,Prospect Heights,4006,6078.465458,1468246.00699,36047020700,16,19,19,19
215,3,Brooklyn,021500,3021500,I,BK64,Prospect Heights,4006,6479.549211,1598022.9833,36047021500,39,39,37,89
210,1,Manhattan,021000,1021000,E,MN34,East Harlem North,3804,8682.731764,2157287.92955,36061021000,39,33,29,24
212,1,Manhattan,021200,1021200,I,MN03,Central Harlem North-Polo Grounds,3803,5760.425534,1900292.28159,36061021200,43,42,50,40
221.02,1,Manhattan,022102,1022102,E,MN03,Central Harlem North-Polo Grounds,3803,4893.839507,1065533.57021,36061022102,31,27,29,28
228,1,Manhattan,022800,1022800,E,MN03,Central Harlem North-Polo Grounds,3803,5758.392314,1944083.40176,36061022800,57,56,48,45
1257,4,Queens,125700,4125700,I,QN37,Kew Gardens Hills,4106,8457.521793,3566900.49063,36081125700,3,3,3,3
779.08,4,Queens,077908,4077908,E,QN37,Kew Gardens Hills,4106,6079.430379,2156618.61296,36081077908,41,41,43,44
501,3,Brooklyn,050100,3050100,I,BK90,East Williamsburg,4001,6239.76112,1857843.15313,36047050100,3,3,2,2
515,3,Brooklyn,051500,3051500,I,BK73,North Side-South Side,4001,6866.833502,2013551.39699,36047051500,6,5,5,5
549,3,Brooklyn,054900,3054900,E,BK73,North Side-South Side,4001,6835.403865,2095791.69057,36047054900,84,88,98,88
183,3,Brooklyn,018300,3018300,I,BK68,Fort Greene,4004,4935.748035,1477789.72059,36047018300,1,-1,,
211,3,Brooklyn,021100,3021100,E,BK68,Fort Greene,4004,7314.259786,1892154.19535,36047021100,47,66,68,65
185.01,3,Brooklyn,018501,3018501,E,BK68,Fort Greene,4004,4405.243376,1189462.47945,36047018501,23,28,29,41
187,3,Brooklyn,018700,3018700,E,BK68,Fort Greene,4004,3902.052844,917703.140862,36047018700,-1,-1,1,1
700,3,Brooklyn,070000,3070000,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,6151.505937,2177086.04438,36047070000,-1,-1,,
706,3,Brooklyn,070600,3070600,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,29643.703626,15022157.9157,36047070600,3,1,1,1
85,2,Bronx,008500,2008500,E,BX33,Longwood,3710,6463.499631,1966131.66016,36005008500,248,228,234,230
87,2,Bronx,008700,2008700,E,BX33,Longwood,3710,6953.98426,2302753.01727,36005008700,320,322,327,329
1200,3,Brooklyn,120000,3120000,E,BK82,East New York,4008,6327.813313,1620561.01209,36047120000,67,73,73,57
84,2,Bronx,008400,2008400,I,BX09,Soundview-Castle Hill-Clason Point-Harding Park,3709,6555.897265,1674998.51733,36005008400,51,44,45,48
67,2,Bronx,006700,2006700,E,BX34,Melrose South-Mott Haven North,3710,6521.59049,2277490.19322,36005006700,114,108,103,123
293.01,2,Bronx,029301,2029301,I,BX29,Spuyten Duyvil-Kingsbridge,3701,8857.758792,2676687.46387,36005029301,1,-1,,
531,4,Queens,053100,4053100,I,QN30,Maspeth,4110,8731.931203,4558842.34543,36081053100,11,11,11,11
939,4,Queens,093900,4093900,I,QN23,College Point,4103,18139.65312,7072803.06456,36081093900,7,7,9,8
62,1,Manhattan,006200,1006200,I,MN20,Murray Hill-Kips Bay,3808,11932.57488,3174474.62787,36061006200,111,112,97,95
563,3,Brooklyn,056300,3056300,E,BK76,Greenpoint,4001,8247.150256,3994878.70825,36047056300,7,9,8,9
285,2,Bronx,028500,2028500,E,BX29,Spuyten Duyvil-Kingsbridge,3701,10771.781871,2874317.03657,36005028500,63,60,64,64
351,2,Bronx,035100,2035100,I,BX22,North Riverdale-Fieldston-Riverdale,3701,13030.915451,6206939.63522,36005035100,14,13,19,19
43,3,Brooklyn,004300,3004300,I,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4004,5713.77523,1786641.70084,36047004300,17,16,15,16
45,3,Brooklyn,004500,3004500,I,BK33,Carroll Gardens-Columbia Street-Red Hook,4005,5503.683707,1835597.06095,36047004500,-1,-1,,
154,5,Staten Island,015400,5015400,I,SI99,park-cemetery-etc-Staten Island,3901,41443.079319,23365013.0231,36085015400,-1,-1,,
156.03,5,Staten Island,015603,5015603,I,SI54,Great Kills,3901,40926.290111,10209179.8826,36085015603,5,4,4,4
145,2,Bronx,014500,2014500,E,BX01,Claremont-Bathgate,3705,5623.717342,1954010.13643,36005014500,285,289,290,285
147.01,2,Bronx,014701,2014701,E,BX01,Claremont-Bathgate,3705,5119.079888,1494598.34225,36005014701,25,26,33,32
84,3,Brooklyn,008400,3008400,E,BK32,Sunset Park West,4012,6552.055246,2650333.35475,36047008400,13,13,12,12
88,3,Brooklyn,008800,3008800,E,BK34,Sunset Park East,4012,5710.979021,2019986.06145,36047008800,25,25,27,26
175,3,Brooklyn,017500,3017500,E,BK99,park-cemetery-etc-Brooklyn,4012,18789.022524,21101598.5644,36047017500,-1,1,1,1
10.01,1,Manhattan,001001,1001001,I,MN28,Lower East Side,3809,3924.836577,867808.511034,36061001001,5,5,4,4
12,1,Manhattan,001200,1001200,E,MN28,Lower East Side,3809,5462.924008,1298211.26965,36061001200,3,3,3,2
295,1,Manhattan,029500,1029500,E,MN01,Marble Hill-Inwood,3801,5237.025388,1460098.43677,36061029500,104,107,105,101
694,4,Queens,069400,4069400,I,QN03,Springfield Gardens South-Brookville,4105,12096.063135,5637806.99637,36081069400,26,26,28,26
1483,4,Queens,148300,4148300,I,QN45,Douglas Manor-Douglaston-Little Neck,4104,17908.509443,14723337.7405,36081148300,-1,-1,,
205.01,2,Bronx,020501,2020501,E,BX36,University Heights-Morris Heights,3707,7565.836138,2949065.64822,36005020501,265,274,283,302
356.02,3,Brooklyn,035602,3035602,E,BK23,West Brighton,4018,5704.670917,1843931.28471,36047035602,184,180,171,164
362,3,Brooklyn,036200,3036200,E,BK19,Brighton Beach,4018,6480.707419,1845173.33335,36047036200,18,48,45,48
364,3,Brooklyn,036400,3036400,E,BK19,Brighton Beach,4018,5980.18277,1539580.46615,36047036400,44,38,35,34
159,3,Brooklyn,015900,3015900,I,BK37,Park Slope-Gowanus,4005,7069.27791,2704564.46841,36047015900,16,17,17,15
222,1,Manhattan,022200,1022200,E,MN11,Central Harlem South,3803,5772.832375,1953119.79217,36061022200,144,249,245,258
224,1,Manhattan,022400,1022400,E,MN03,Central Harlem North-Polo Grounds,3803,6182.389494,2099457.91144,36061022400,63,78,55,74
757.02,4,Queens,075702,4075702,I,QN17,Forest Hills,4108,8925.161392,3780948.41188,36081075702,-1,-1,,
6,5,Staten Island,000600,5000600,I,SI37,Stapleton-Rosebank,3903,22542.169513,7177814.72296,36085000600,24,18,19,17
158.01,4,Queens,015801,4015801,E,QN55,South Ozone Park,4113,7835.227697,3260032.93334,36081015801,10,13,12,12
208,4,Queens,020800,4020800,E,QN61,Jamaica,4112,12374.049954,5746083.68189,36081020800,11,11,10,11
246,4,Queens,024600,4024600,I,QN61,Jamaica,4112,7805.685683,3270870.424,36081024600,-1,-1,,
105,4,Queens,010500,4010500,E,QN72,Steinway,4101,6627.150735,2131500.27149,36081010500,42,43,38,38
107.01,4,Queens,010701,4010701,I,QN72,Steinway,4101,30926.247611,17298680.0053,36081010701,-1,-1,,
189,4,Queens,018900,4018900,E,QN31,Hunters Point-Sunnyside-West Maspeth,4109,6248.033438,2343528.66028,36081018900,6,6,7,7
249,4,Queens,024900,4024900,I,QN63,Woodside,4109,5776.954025,2084057.35544,36081024900,1,3,2,2
33,4,Queens,003300,4003300,E,QN68,Queensbridge-Ravenswood-Long Island City,4101,12373.428423,5525404.32288,36081003300,2,1,2,1
383.01,4,Queens,038301,4038301,I,QN99,park-cemetery-etc-Queens,4103,10195.373281,6407119.97308,36081038301,-1,-1,,
462,4,Queens,046200,4046200,E,QN61,Jamaica,4112,6935.578064,2685518.57885,36081046200,30,29,30,24
1214,3,Brooklyn,121400,3121400,E,BK82,East New York,4008,5466.969997,1831282.97055,36047121400,-1,-1,,
1220,3,Brooklyn,122000,3122000,E,BK82,East New York,4008,20252.415779,11429798.3037,36047122000,351,328,324,311
146.05,5,Staten Island,014605,5014605,I,SI54,Great Kills,3901,14559.541528,9495011.2006,36085014605,3,3,3,3
72,1,Manhattan,007200,1007200,I,MN20,Murray Hill-Kips Bay,3808,5722.94388,1877428.89925,36061007200,9,8,9,11
74,1,Manhattan,007400,1007400,I,MN17,Midtown-Midtown South,3807,5726.157402,1879420.36101,36061007400,1,1,1,2
889.01,4,Queens,088901,4088901,E,QN22,Flushing,4103,14969.156304,6858889.80887,36081088901,13,11,12,11
869,4,Queens,086900,4086900,E,QN22,Flushing,4103,12021.584016,6527025.1607,36081086900,2,3,1,1
