CTLabel,BoroCode,BoroName,CT2000,BoroCT2000,CDEligibil,NTACode,NTANAme,PUMA,Shape_Leng,Shape_Area,fullCT,vouchers2000,vouchers2004,vouchers2005,vouchers2006,vouchers2007,vouchers2008,vouchers2009,vouchers2010,vouchers2011
133,2,Bronx,013300,2013300,E,BX35,Morrisania-Melrose,3705,5723.850133,1734820.44209,36005013300,33,46,61,63,70,87,78,71,61
137,2,Bronx,013700,2013700,E,BX35,Morrisania-Melrose,3705,8620.186469,2451045.83707,36005013700,80,141,210,204,231,290,310,286,281
96,4,Queens,009600,4009600,E,QN55,South Ozone Park,4113,6574.85706,2222233.8495,36081009600,9,7,7,8,8,7,4,4,4
45,4,Queens,004500,4004500,I,QN70,Astoria,4101,7941.412099,2375492.20206,36081004500,5,1,1,2,2,1,-1,-1,1
53,4,Queens,005300,4005300,E,QN70,Astoria,4101,8537.628224,2111785.65327,36081005300,5,4,4,3,3,1,1,3,3
1132,3,Brooklyn,113200,3113200,E,BK85,East New York (Pennsylvania Ave),4007,7996.135225,2109759.93157,36047113200,37,37,37,37,41,46,48,44,42
484,3,Brooklyn,048400,3048400,E,BK41,Kensington-Ocean Parkway,4014,6302.72238,2251812.24718,36047048400,73,77,92,101,109,123,131,126,126
248,5,Staten Island,024800,5024800,I,SI11,Charleston-Richmond Valley-Tottenville,3901,31758.767541,17585995.0869,36085024800,2,2,2,4,4,5,4,2,4
1174,3,Brooklyn,117400,3117400,E,BK83,Cypress Hills-City Line,4008,6842.141713,2295155.56219,36047117400,86,96,88,84,90,102,116,112,112
1176.01,3,Brooklyn,117601,3117601,E,BK83,Cypress Hills-City Line,4008,6040.079353,1639988.0953,36047117601,42,63,67,66,64,70,80,66,65
242,2,Bronx,024200,2024200,E,BX37,Van Nest-Morris Park-Westchester Square,3704,7600.314626,2152600.67331,36005024200,3,5,4,2,1,3,2,2,2
208,2,Bronx,020800,2020800,E,BX46,Parkchester,3709,6419.408215,1633349.39048,36005020800,46,47,46,52,57,82,96,100,101
189.01,5,Staten Island,018901,5018901,I,SI07,Westerleigh,3903,14910.462696,11706731.31,36085018901,1,0,2,3,4,3,3,5,5
36,3,Brooklyn,003600,3003600,I,BK31,Bay Ridge,4013,5022.630617,1348886.84067,36047003600,20,13,14,15,20,26,39,38,40
68,3,Brooklyn,006800,3006800,E,BK31,Bay Ridge,4013,5840.803227,1996655.73605,36047006800,20,28,27,29,29,35,36,31,30
20,1,Manhattan,002000,1002000,E,MN28,Lower East Side,3809,3907.500921,965362.843236,36061002000,0,0,0,0,0,0,-1,-1,-1
57,4,Queens,005700,4005700,E,QN70,Astoria,4101,6805.196491,2406263.31668,36081005700,4,4,4,3,3,3,3,7,7
59,4,Queens,005900,4005900,I,QN70,Astoria,4101,6129.011011,2047587.0321,36081005900,3,0,0,0,0,0,-1,-1,-1
144,3,Brooklyn,014400,3014400,I,BK30,Dyker Heights,4013,5241.626714,1436320.97696,36047014400,0,0,0,0,0,0,1,1,1
495,4,Queens,049500,4049500,I,QN30,Maspeth,4110,6784.974213,1585893.71868,36081049500,0,0,1,1,1,1,1,1,1
548,4,Queens,054800,4054800,I,QN34,Queens Village,4105,7075.544359,2423672.42694,36081054800,4,1,1,1,1,2,3,2,2
473,4,Queens,047300,4047300,E,QN29,Elmhurst,4107,6890.664419,1958959.60178,36081047300,3,1,4,3,2,2,2,2,2
300,2,Bronx,030000,2030000,I,BX10,Pelham Bay-Country Club-City Island,3703,8560.05967,4490156.71045,36005030000,46,45,43,46,46,68,82,81,79
483,3,Brooklyn,048300,3048300,E,BK78,Bushwick South,4002,9402.390131,4381360.63127,36047048300,2,3,3,3,2,2,2,2,2
411,2,Bronx,041100,2041100,E,BX05,Bedford Park-Fordham North,3706,5854.690768,1309717.17697,36005041100,26,52,38,43,44,71,94,93,87
1140,3,Brooklyn,114000,3114000,E,BK82,East New York,4008,4815.000483,1387604.13236,36047114000,11,8,10,11,14,15,17,16,17
155,4,Queens,015500,4015500,E,QN70,Astoria,4101,8259.373436,1587954.99375,36081015500,1,0,0,0,0,0,-1,-1,-1
157,4,Queens,015700,4015700,E,QN70,Astoria,4101,7244.305155,1383061.29156,36081015700,4,4,4,4,3,3,4,5,5
159,4,Queens,015900,4015900,E,QN70,Astoria,4101,6058.446793,1826098.45083,36081015900,3,2,1,1,1,1,-1,-1,-1
195,2,Bronx,019500,2019500,E,BX63,West Concourse,3708,6952.573962,2361340.7535,36005019500,275,351,335,349,440,477,480,459,432
187,1,Manhattan,018700,1018700,I,MN12,Upper West Side,3806,4838.827028,1488968.13993,36061018700,3,2,3,2,2,22,34,28,30
191,1,Manhattan,019100,1019100,I,MN12,Upper West Side,3806,4887.200851,1467607.63437,36061019100,40,83,102,91,83,72,104,101,91
519,3,Brooklyn,051900,3051900,E,BK73,North Side-South Side,4001,7491.254532,2959028.03132,36047051900,5,5,5,2,2,2,3,3,2
214,4,Queens,021400,4021400,I,QN35,Briarwood-Jamaica Hills,4106,8653.278596,3783856.73202,36081021400,23,23,21,22,30,40,43,45,43
261,3,Brooklyn,026100,3026100,E,BK75,Bedford,4003,5880.897717,2146490.04539,36047026100,164,204,188,158,130,138,138,153,136
170.08,5,Staten Island,017008,5017008,I,SI48,Arden Heights,3901,17200.518643,11167420.1937,36085017008,4,4,3,4,6,5,6,5,5
1102,3,Brooklyn,110200,3110200,E,BK82,East New York,4008,11526.761499,4624165.58401,36047110200,62,98,98,93,90,101,95,90,82
1106,3,Brooklyn,110600,3110600,E,BK82,East New York,4008,5477.130208,1841331.8476,36047110600,0,0,0,0,0,12,137,148,189
166,1,Manhattan,016600,1016600,E,MN33,East Harlem South,3804,5725.410156,1871858.51135,36061016600,102,161,145,140,132,141,146,152,139
47,5,Staten Island,004700,5004700,I,SI08,Grymes Hill-Clifton-Fox Hills,3903,14583.844619,9233561.57418,36085004700,1,3,10,7,12,13,11,11,11
147,5,Staten Island,014700,5014700,I,SI07,Westerleigh,3903,18388.772462,17975823.9369,36085014700,1,1,1,0,1,3,3,4,5
169.01,5,Staten Island,016901,5016901,I,SI07,Westerleigh,3903,16308.47439,7478445.72962,36085016901,1,2,4,2,3,3,3,3,3
45,1,Manhattan,004500,1004500,I,MN24,SoHo-TriBeCa-Civic Center-Little Italy,3810,4604.742293,1129524.63032,36061004500,0,0,0,0,0,0,-1,-1,-1
20.01,5,Staten Island,002001,5002001,I,SI37,Stapleton-Rosebank,3903,8961.029091,4216555.93545,36085002001,3,1,2,1,1,4,7,6,5
135,3,Brooklyn,013500,3013500,I,BK37,Park Slope-Gowanus,4005,5224.710176,1635301.0723,36047013500,18,6,4,4,5,5,4,4,3
367,3,Brooklyn,036700,3036700,E,BK79,Ocean Hill,4007,5904.510341,2024543.1717,36047036700,13,29,27,23,22,24,26,26,17
405,3,Brooklyn,040500,3040500,E,BK78,Bushwick South,4002,5081.120376,1494609.03663,36047040500,24,29,29,27,30,36,43,48,46
95,1,Manhattan,009500,1009500,I,MN17,Midtown-Midtown South,3807,5659.083522,1851216.08247,36061009500,1,1,0,0,0,0,1,1,1
91,1,Manhattan,009100,1009100,I,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,5743.393748,1927016.69769,36061009100,1,6,7,8,7,10,8,8,10
58,1,Manhattan,005800,1005800,I,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,5720.576994,1879714.06814,36061005800,6,6,8,8,13,16,15,12,12
63,1,Manhattan,006300,1006300,I,MN23,West Village,3810,5802.508439,1918265.58446,36061006300,1,0,0,0,0,0,2,2,-1
511,3,Brooklyn,051100,3051100,E,BK90,East Williamsburg,4001,5290.659472,1711548.9299,36047051100,54,79,98,108,102,138,158,161,157
133,1,Manhattan,013300,1013300,I,MN15,Clinton,3807,5684.395494,1876725.79961,36061013300,5,5,4,5,4,3,2,2,2
127,1,Manhattan,012700,1012700,I,MN15,Clinton,3807,5682.311799,1871751.40591,36061012700,25,21,20,20,17,17,14,13,11
121,1,Manhattan,012100,1012100,I,MN15,Clinton,3807,5730.059004,1919460.7152,36061012100,158,93,131,132,121,104,137,100,92
81,1,Manhattan,008100,1008100,I,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,5683.395947,1876262.57443,36061008100,1,6,5,4,6,6,12,14,9
54,1,Manhattan,005400,1005400,I,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,5588.639658,1808932.82958,36061005400,0,0,0,0,1,0,1,-1,-1
87,1,Manhattan,008700,1008700,I,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,5579.461128,1781315.38489,36061008700,2,18,18,16,16,15,14,14,11
169,3,Brooklyn,016900,3016900,I,BK40,Windsor Terrace,4012,6152.549694,2257354.55396,36047016900,20,10,12,9,10,10,9,8,7
171,3,Brooklyn,017100,3017100,I,BK40,Windsor Terrace,4012,6141.888019,2247115.35681,36047017100,1,0,0,0,0,0,-1,-1,-1
451.02,2,Bronx,045102,2045102,I,BX62,Woodlawn-Wakefield,3702,6142.025826,1797160.57994,36005045102,1,2,2,2,2,3,4,8,5
414,2,Bronx,041400,2041400,E,BX62,Woodlawn-Wakefield,3702,16249.353075,5969256.52824,36005041400,76,98,102,102,86,105,123,127,130
568,4,Queens,056800,4056800,I,QN34,Queens Village,4105,15713.512038,9138742.06333,36081056800,8,11,11,10,9,7,8,8,8
592,4,Queens,059200,4059200,I,QN33,Cambria Heights,4105,11073.953168,2725839.12603,36081059200,0,0,0,0,0,0,-1,-1,-1
602,4,Queens,060200,4060200,I,QN33,Cambria Heights,4105,7108.009394,2613388.19132,36081060200,1,0,1,0,0,2,2,1,1
183,2,Bronx,018300,2018300,E,BX14,East Concourse-Concourse Village,3708,5594.967641,1943447.33422,36005018300,275,301,261,266,247,233,273,258,296
144.01,1,Manhattan,014401,1014401,I,MN32,Yorkville,3805,4014.624985,800255.344569,36061014401,1,1,1,0,1,2,-1,2,-1
158.01,1,Manhattan,015801,1015801,I,MN40,Upper East Side-Carnegie Hill,3805,4692.928025,1352983.90932,36061015801,1,0,0,0,3,5,7,6,-1
158.02,1,Manhattan,015802,1015802,I,MN33,East Harlem South,3804,3118.003503,551662.506743,36061015802,7,17,17,17,21,27,37,37,36
226,1,Manhattan,022600,1022600,E,MN03,Central Harlem North-Polo Grounds,3803,5681.122375,1642680.68498,36061022600,99,86,91,88,101,110,109,106,104
55,3,Brooklyn,005500,3005500,I,BK33,Carroll Gardens-Columbia Street-Red Hook,4005,58797.706554,13921549.0849,36047005500,1,0,0,0,0,10,14,13,80
812,3,Brooklyn,081200,3081200,I,BK60,Prospect Lefferts Gardens-Wingate,4011,7218.914535,1973342.70062,36047081200,0,1,0,0,135,171,170,157,163
816,3,Brooklyn,081600,3081600,E,BK91,East Flatbush-Farragut,4010,6080.414508,1933153.09097,36047081600,10,13,13,13,17,25,27,31,29
1022,3,Brooklyn,102200,3102200,I,BK50,Canarsie,4009,5377.817172,1752586.5908,36047102200,5,11,10,11,14,12,12,9,9
55.01,1,Manhattan,005501,1005501,I,MN23,West Village,3810,4650.767111,1338496.7508,36061005501,0,0,0,0,0,1,-1,-1,-1
208,1,Manhattan,020800,1020800,E,MN03,Central Harlem North-Polo Grounds,3803,5174.639899,1599291.84415,36061020800,71,91,94,95,96,97,114,116,116
77,2,Bronx,007700,2007700,E,BX34,Melrose South-Mott Haven North,3710,4500.485299,1214306.23769,36005007700,31,69,55,63,68,81,92,74,74
75,2,Bronx,007500,2007500,E,BX34,Melrose South-Mott Haven North,3710,7309.730115,2458741.0535,36005007500,88,103,87,96,85,89,154,148,171
73,2,Bronx,007300,2007300,E,BX34,Melrose South-Mott Haven North,3710,5173.769962,1507593.08974,36005007300,47,60,69,76,79,91,164,162,159
79,2,Bronx,007900,2007900,E,BX34,Melrose South-Mott Haven North,3710,7474.502833,2126625.73317,36005007900,63,100,89,102,118,166,180,164,164
348.02,3,Brooklyn,034802,3034802,E,BK21,Seagate-Coney Island,4018,5088.364252,1578089.91696,36047034802,8,7,7,8,8,8,8,102,89
132,4,Queens,013200,4013200,E,QN54,Richmond Hill,4111,6669.679223,2071423.7851,36081013200,15,16,17,21,24,32,36,33,36
491,3,Brooklyn,049100,3049100,E,BK90,East Williamsburg,4001,7445.811176,2298685.0662,36047049100,66,166,170,190,176,250,326,343,330
616,3,Brooklyn,061600,3061600,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,18111.974697,7848777.25201,36047061600,4,3,4,4,4,4,4,5,5
375.02,2,Bronx,037502,2037502,E,BX17,East Tremont,3705,3186.907935,633694.186829,36005037502,29,47,46,49,61,68,135,125,118
377,2,Bronx,037700,2037700,E,BX01,Claremont-Bathgate,3705,7663.091097,2457556.32223,36005037700,121,176,166,172,163,211,223,235,233
413,2,Bronx,041300,2041300,E,BX05,Bedford Park-Fordham North,3706,6383.261374,1865502.77173,36005041300,127,153,161,192,215,234,272,282,277
724,3,Brooklyn,072400,3072400,I,BK58,Flatlands,4009,6549.759528,2068703.04071,36047072400,5,8,6,6,7,9,10,11,11
944.02,3,Brooklyn,094402,3094402,E,BK58,Flatlands,4009,4370.480678,1150508.84813,36047094402,0,0,0,0,0,0,-1,-1,-1
537,3,Brooklyn,053700,3053700,E,BK72,Williamsburg,4001,5673.156708,1802604.2065,36047053700,100,145,156,190,212,212,219,223,180
265,2,Bronx,026500,2026500,E,BX30,Kingsbridge Heights,3706,6160.252269,1756053.12695,36005026500,374,432,421,447,458,482,483,706,555
422,3,Brooklyn,042200,3042200,E,BK25,Homecrest,4016,6172.108919,2443185.57754,36047042200,36,33,34,36,44,51,51,46,44
438,3,Brooklyn,043800,3043800,E,BK46,Ocean Parkway South,4014,5435.941815,1671530.43348,36047043800,12,30,35,44,65,74,83,84,87
1058,3,Brooklyn,105800,3105800,E,BK93,Starrett City,4008,16860.485786,11064785.8898,36047105800,2,0,1,6,13,29,44,379,342
502.01,3,Brooklyn,050201,3050201,I,BK40,Windsor Terrace,4012,5512.269512,1648986.93806,36047050201,3,2,2,2,2,2,2,2,1
382,2,Bronx,038200,2038200,E,BX44,Williamsbridge-Olinville,3702,7994.410496,1704010.24536,36005038200,49,79,80,118,121,126,138,132,126
494,3,Brooklyn,049400,3049400,E,BK41,Kensington-Ocean Parkway,4014,5704.768264,1970839.6271,36047049400,174,105,168,168,183,198,261,258,210
75,4,Queens,007500,4007500,E,QN70,Astoria,4101,4761.510725,1391318.84053,36081007500,8,3,3,2,2,2,2,1,-1
77,4,Queens,007700,4007700,E,QN70,Astoria,4101,4849.722795,1363202.08347,36081007700,2,0,0,0,1,2,1,2,3
149,2,Bronx,014900,2014900,E,BX35,Morrisania-Melrose,3705,5929.052327,1676848.02471,36005014900,114,142,114,116,127,156,160,159,165
619,4,Queens,061900,4061900,I,QN21,Middle Village,4110,9204.399174,2475429.15471,36081061900,5,6,6,6,9,13,13,13,12
24,1,Manhattan,002400,1002400,E,MN28,Lower East Side,3809,13829.354249,2844367.9459,36061002400,0,0,0,0,1,1,1,1,-1
332,2,Bronx,033200,2033200,E,BX07,Bronxdale,3704,7685.451561,2438460.38356,36005033200,184,142,141,156,166,195,236,238,241
1275,4,Queens,127500,4127500,I,QN06,Jamaica Estates-Holliswood,4106,12477.865249,7062090.37642,36081127500,1,1,0,0,0,0,-1,-1,1
5,1,Manhattan,000500,1000500,I,MN99,park-cemetery-etc-Manhattan,3810,12621.514647,7629178.58694,36061000500,0,0,0,0,0,0,-1,-1,-1
455,4,Queens,045500,4045500,E,QN25,Corona,4107,5292.801556,1594376.462,36081045500,188,143,154,182,200,270,351,343,334
717,4,Queens,071700,4071700,I,QN18,Rego Park,4108,10140.072035,4795963.74907,36081071700,16,11,23,29,36,42,47,46,46
562,4,Queens,056200,4056200,I,QN34,Queens Village,4105,5791.173975,1729177.28223,36081056200,0,0,0,1,0,0,-1,-1,-1
564,4,Queens,056400,4056400,I,QN34,Queens Village,4105,7006.033494,2025524.23386,36081056400,3,1,1,1,3,3,3,3,3
508,3,Brooklyn,050800,3050800,E,BK42,Flatbush,4015,7035.924231,2556157.20951,36047050800,231,222,251,242,245,250,229,209,202
492,4,Queens,049200,4049200,E,QN06,Jamaica Estates-Holliswood,4106,10957.150847,5157270.95817,36081049200,118,78,69,67,61,58,63,75,64
303,1,Manhattan,030300,1030300,E,MN01,Marble Hill-Inwood,3801,6149.296601,1685782.4105,36061030300,61,62,67,69,67,71,71,62,58
122,4,Queens,012200,4012200,E,QN54,Richmond Hill,4111,6473.723629,2235080.40154,36081012200,11,16,16,18,17,16,17,17,15
144,4,Queens,014400,4014400,E,QN54,Richmond Hill,4111,7788.964024,2348361.9618,36081014400,5,6,5,6,8,11,13,9,10
150,4,Queens,015000,4015000,E,QN54,Richmond Hill,4111,7724.838404,1583627.86681,36081015000,8,6,7,6,4,8,12,11,11
385,3,Brooklyn,038500,3038500,E,BK35,Stuyvesant Heights,4003,5637.036617,1877794.57089,36047038500,86,104,95,123,138,154,154,135,125
299,3,Brooklyn,029900,3029900,E,BK61,Crown Heights North,4006,5913.231167,1597933.79538,36047029900,37,35,30,33,34,51,55,53,49
379,3,Brooklyn,037900,3037900,E,BK35,Stuyvesant Heights,4003,5654.380979,1978231.49957,36047037900,82,104,90,97,100,106,117,133,121
381,3,Brooklyn,038100,3038100,E,BK61,Crown Heights North,4006,6811.268708,2578249.31845,36047038100,57,103,92,106,98,112,127,123,120
301,3,Brooklyn,030100,3030100,E,BK79,Ocean Hill,4007,7471.479466,2133891.49969,36047030100,69,102,82,76,86,110,115,110,107
369,3,Brooklyn,036900,3036900,E,BK79,Ocean Hill,4007,7215.255581,2433755.81052,36047036900,107,150,153,142,140,158,165,151,151
371,3,Brooklyn,037100,3037100,E,BK79,Ocean Hill,4007,5779.492224,2037041.19673,36047037100,107,143,130,132,131,155,170,161,168
189,1,Manhattan,018900,1018900,E,MN12,Upper West Side,3806,6764.901133,2854980.45819,36061018900,90,71,72,72,69,67,54,63,62
120,4,Queens,012000,4012000,I,QN54,Richmond Hill,4111,5164.383394,1580707.94286,36081012000,8,9,8,8,9,10,14,11,11
148,4,Queens,014800,4014800,E,QN54,Richmond Hill,4111,8029.637072,1754562.77346,36081014800,8,6,6,7,9,10,13,13,12
31,2,Bronx,003100,2003100,E,BX39,Mott Haven-Port Morris,3710,5846.67305,1680016.25555,36005003100,31,36,33,33,30,36,43,52,58
83,2,Bronx,008300,2008300,E,BX33,Longwood,3710,6858.858903,2303688.00896,36005008300,178,306,338,354,339,269,361,332,321
52,2,Bronx,005200,2005200,E,BX55,Soundview-Bruckner,3709,6007.093708,2190997.5935,36005005200,59,61,54,50,51,49,63,61,56
929,4,Queens,092900,4092900,I,QN23,College Point,4103,21939.853712,10257412.9991,36081092900,4,9,10,11,10,10,11,12,12
134,1,Manhattan,013400,1013400,I,MN31,Lenox Hill-Roosevelt Island,3805,5602.246872,1956780.87542,36061013400,4,2,2,2,1,1,-1,-1,1
131,3,Brooklyn,013100,3013100,I,BK37,Park Slope-Gowanus,4005,5288.633159,1684555.85281,36047013100,18,18,15,66,58,52,51,50,48
141,3,Brooklyn,014100,3014100,E,BK37,Park Slope-Gowanus,4005,5436.863814,1787081.59056,36047014100,20,14,11,14,11,11,9,55,52
149,3,Brooklyn,014900,3014900,I,BK37,Park Slope-Gowanus,4005,6519.161779,2684799.89097,36047014900,16,14,12,10,11,10,10,9,8
145,3,Brooklyn,014500,3014500,E,BK32,Sunset Park West,4012,6539.280973,2317301.54585,36047014500,14,21,20,23,23,22,23,23,21
147,3,Brooklyn,014700,3014700,E,BK32,Sunset Park West,4012,6107.069791,1345604.80357,36047014700,10,8,11,10,9,8,6,6,6
94,1,Manhattan,009400,1009400,E,MN17,Midtown-Midtown South,3807,5738.94032,1646379.23534,36061009400,0,0,0,0,1,1,2,2,-1
92,1,Manhattan,009200,1009200,I,MN19,Turtle Bay-East Midtown,3808,6172.97902,2118430.75544,36061009200,0,2,2,2,5,10,9,7,3
114.01,1,Manhattan,011401,1011401,I,MN40,Upper East Side-Carnegie Hill,3805,4119.007951,1060696.29829,36061011401,0,0,0,0,1,0,-1,-1,-1
122,1,Manhattan,012200,1012200,I,MN40,Upper East Side-Carnegie Hill,3805,5683.167752,1857829.49745,36061012200,0,0,0,0,0,1,-1,-1,-1
253,3,Brooklyn,025300,3025300,E,BK75,Bedford,4003,5626.98783,1741981.29684,36047025300,59,83,70,65,51,60,56,52,45
1467,4,Queens,146700,4146700,I,QN46,Bayside-Bayside Hills,4104,10241.340009,4019486.33477,36081146700,6,5,4,5,5,4,3,3,2
206,3,Brooklyn,020600,3020600,I,BK30,Dyker Heights,4013,5910.299477,1833507.11153,36047020600,5,5,6,7,7,8,5,5,6
25,4,Queens,002500,4002500,E,QN68,Queensbridge-Ravenswood-Long Island City,4101,6233.056567,2263970.97424,36081002500,0,0,0,0,0,0,-1,-1,-1
295,4,Queens,029500,4029500,I,QN63,Woodside,4109,7238.094167,1998890.0361,36081029500,3,1,1,1,1,1,1,1,1
1,2,Bronx,000100,2000100,I,BX98,Rikers Island,3710,18903.346498,18154596.101,36005000100,0,0,0,0,0,0,-1,-1,-1
1,1,Manhattan,000100,1000100,I,MN99,park-cemetery-etc-Manhattan,3810,11023.047911,1844421.23837,36061000100,0,0,0,0,0,0,-1,-1,-1
1112,3,Brooklyn,111200,3111200,E,BK82,East New York,4008,8382.762545,3736517.9583,36047111200,16,20,20,25,28,36,36,32,39
1114,3,Brooklyn,111400,3111400,E,BK82,East New York,4008,6361.648528,1492866.3752,36047111400,20,16,19,29,41,41,48,41,42
1210,3,Brooklyn,121000,3121000,E,BK82,East New York,4008,5665.443618,1733948.52974,36047121000,0,1,0,0,0,0,-1,25,6
115.02,2,Bronx,011502,2011502,E,BX27,Hunts Point,3710,6902.418823,2940534.86706,36005011502,124,206,177,192,180,198,215,205,188
448,3,Brooklyn,044800,3044800,I,BK46,Ocean Parkway South,4014,7841.47392,2225703.97257,36047044800,7,7,5,7,5,6,6,6,6
450,3,Brooklyn,045000,3045000,I,BK46,Ocean Parkway South,4014,6819.461231,2568553.36604,36047045000,3,5,3,4,4,4,3,3,3
1070,3,Brooklyn,107000,3107000,I,BK82,East New York,4008,42538.653109,35781783.3299,36047107000,0,0,2,2,0,0,3,9,9
1078,3,Brooklyn,107800,3107800,E,BK82,East New York,4008,13423.759794,5445887.14115,36047107800,17,22,27,24,25,24,22,16,15
231.01,1,Manhattan,023101,1023101,E,MN04,Hamilton Heights,3802,8327.18204,2346410.73598,36061023101,139,133,109,110,111,111,112,173,190
235.01,1,Manhattan,023501,1023501,E,MN04,Hamilton Heights,3802,5002.397874,1544238.44115,36061023501,42,49,77,75,73,74,83,89,81
802,3,Brooklyn,080200,3080200,E,BK60,Prospect Lefferts Gardens-Wingate,4011,5767.215923,1994115.26176,36047080200,47,52,53,51,57,59,63,61,63
758,3,Brooklyn,075800,3075800,I,BK43,Midwood,4015,6398.444496,2209765.87515,36047075800,26,67,21,19,26,34,40,28,27
1151,4,Queens,115100,4115100,I,QN51,Murray Hill,4103,7208.364761,3192227.75636,36081115100,0,0,0,0,0,0,-1,-1,-1
405,4,Queens,040500,4040500,E,QN26,North Corona,4102,6911.167131,1393598.32833,36081040500,13,9,11,10,10,10,9,9,9
407,4,Queens,040700,4040700,E,QN26,North Corona,4102,8741.995512,2147774.68046,36081040700,27,28,29,29,32,32,32,32,31
409,4,Queens,040900,4040900,E,QN26,North Corona,4102,7998.159986,1641232.52837,36081040900,16,18,21,17,17,25,28,29,27
131,1,Manhattan,013100,1013100,I,MN17,Midtown-Midtown South,3807,5680.122922,1874645.47291,36061013100,0,0,2,3,2,6,2,3,2
137,1,Manhattan,013700,1013700,I,MN17,Midtown-Midtown South,3807,6257.852032,2435167.66935,36061013700,0,0,0,0,1,0,-1,1,-1
628,3,Brooklyn,062800,3062800,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,42885.418492,8274566.40447,36047062800,5,2,2,1,1,0,-1,-1,12
255,4,Queens,025500,4025500,I,QN63,Woodside,4109,7657.42408,2351536.77877,36081025500,0,0,0,0,0,0,1,1,1
257,4,Queens,025700,4025700,E,QN63,Woodside,4109,7917.298709,1621552.72052,36081025700,1,1,0,0,0,0,-1,-1,-1
185,5,Staten Island,018500,5018500,E,SI05,New Springville-Bloomfield-Travis,3902,16898.146829,12838390.8956,36085018500,0,0,0,0,0,0,3,5,4
178,1,Manhattan,017800,1017800,E,MN34,East Harlem North,3804,6844.212677,2662724.38494,36061017800,82,117,119,132,139,140,148,154,150
465,3,Brooklyn,046500,3046500,E,BK90,East Williamsburg,4001,4996.470163,1353749.22734,36047046500,16,16,16,19,17,16,16,14,13
473,3,Brooklyn,047300,3047300,E,BK90,East Williamsburg,4001,6139.701997,1507220.98579,36047047300,8,5,4,4,2,3,4,3,3
36,2,Bronx,003600,2003600,E,BX09,Soundview-Castle Hill-Clason Point-Harding Park,3709,8780.751032,3762029.70918,36005003600,56,37,44,49,43,53,78,99,102
735,4,Queens,073500,4073500,I,QN17,Forest Hills,4108,5907.37771,2074431.47979,36081073500,0,0,0,0,0,0,-1,-1,-1
737,4,Queens,073700,4073700,I,QN17,Forest Hills,4108,6140.229207,2269305.31222,36081073700,1,0,0,0,0,0,2,4,3
263,4,Queens,026300,4026300,E,QN63,Woodside,4109,6144.154559,2175543.73544,36081026300,7,1,2,1,1,1,2,3,3
265,4,Queens,026500,4026500,E,QN50,Elmhurst-Maspeth,4109,6747.099043,1974395.92647,36081026500,2,1,1,0,0,0,-1,-1,-1
291,4,Queens,029100,4029100,E,QN28,Jackson Heights,4102,7511.679213,2777275.74305,36081029100,3,4,3,2,2,2,3,5,5
293,4,Queens,029300,4029300,E,QN63,Woodside,4109,6281.292473,1665623.82526,36081029300,6,4,0,1,1,1,1,1,1
309.02,4,Queens,030902,4030902,E,QN28,Jackson Heights,4102,8965.903455,4465404.03052,36081030902,5,5,6,7,6,9,9,8,8
513,4,Queens,051300,4051300,E,QN30,Maspeth,4110,6553.156779,2088222.15677,36081051300,2,2,1,1,1,1,1,1,1
157,1,Manhattan,015700,1015700,I,MN14,Lincoln Square,3806,5780.082753,1967494.86769,36061015700,86,90,151,170,189,187,170,170,158
159,1,Manhattan,015900,1015900,I,MN14,Lincoln Square,3806,5336.885812,1563405.82548,36061015900,2,1,1,1,0,0,-1,-1,-1
165,1,Manhattan,016500,1016500,I,MN12,Upper West Side,3806,6290.005589,2198742.77389,36061016500,5,6,5,2,3,3,2,2,1
177,1,Manhattan,017700,1017700,I,MN12,Upper West Side,3806,5688.495577,1879137.12459,36061017700,126,237,243,150,149,172,187,190,180
181,1,Manhattan,018100,1018100,I,MN12,Upper West Side,3806,5253.890062,1489437.84452,36061018100,79,45,51,72,66,69,65,66,64
185,1,Manhattan,018500,1018500,I,MN12,Upper West Side,3806,5175.253348,1406908.20647,36061018500,1,0,0,0,0,0,-1,-1,-1
216.02,2,Bronx,021602,2021602,E,BX46,Parkchester,3709,7799.729677,1878752.8894,36005021602,167,209,179,176,169,184,185,172,161
210,2,Bronx,021000,2021000,E,BX46,Parkchester,3709,9219.463128,3924381.8919,36005021000,489,512,597,602,575,637,673,676,644
212,2,Bronx,021200,2021200,E,BX46,Parkchester,3709,4254.984827,1101639.92458,36005021200,121,113,149,155,142,159,164,154,151
388,2,Bronx,038800,2038800,E,BX44,Williamsbridge-Olinville,3702,5125.999455,1593876.06362,36005038800,21,32,34,41,47,54,61,52,48
390,2,Bronx,039000,2039000,E,BX44,Williamsbridge-Olinville,3702,5766.271855,1952631.99592,36005039000,29,54,55,72,91,113,129,114,115
386,2,Bronx,038600,2038600,E,BX03,Eastchester-Edenwald-Baychester,3702,9718.977757,4405922.36977,36005038600,162,184,171,176,190,213,226,190,187
