tract,year,nycha,hud,totPopulation,totPopUnder5,totPerPopUnder5,totWhite,totPerWhite,totBlack,totPerBlack,totAsian,totPerAsian,totHispanic,totPerHispanic,totHouseholds,totFamilies,totPoverty,totPerPoverty,totFamiliesPoverty,totPerFamiliesPoverty,totYiddish,totPerYiddish,totNotWhite,totPerNotWhite,totBlackHispanic,totPopOver5,totPerBlackHispanic,sec8Households,sec8Population,sec8PerHHNotWhite,sec8PerHHBlack,sec8PerHHAsian,sec8PerHHHispanic,sec8PerHHWhite,sec8PerPop,sec8PerHH,sec8PerVouchers,boro,neighborhood
36081053500,2000,N,N,1117,94.94500000000001,0.085,728,0.652,29,0.026000000000000002,11,0.01,662,0.593,390,276,224,0.192,37,0.14,0,0,389,0.348,691,1022.055,0.6186213070725156,7,1,0.01,0.01,0.01,0.01,0.99,0.0008952551477170994,0.017948717948717947,0.00009012488734389082,Queens,Maspeth
36081053600,2000,N,N,2154,124.93199999999999,0.057999999999999996,55,0.026000000000000002,1906,0.885,15,0.006999999999999999,134,0.062,634,515,159,0.07400000000000001,32,0.055999999999999994,0,0,2099,0.974,2040,2029.068,0.947075208913649,6,1,0.01,0.01,0.01,0.01,0.99,0.00046425255338904364,0.00946372239747634,0.0000772499034376207,Queens,Queens Village
36081053800,2000,N,N,1952,117.11999999999999,0.06,29,0.015,1771,0.907,6,0.003,95,0.049,528,460,118,0.062,22,0.045,0,0,1923,0.985,1866,1834.88,0.9559426229508197,4,1,0.01,0.01,0.01,0.01,0.99,0.0005122950819672131,0.007575757575757576,0.000051499935625080466,Queens,Queens Village
36081053900,2000,N,N,3951,292.374,0.07400000000000001,1658,0.42,124,0.031,739,0.187,2020,0.511,1319,989,608,0.153,152,0.155,0,0,2293,0.5800000000000001,2144,3658.626,0.5426474310301189,31,100,0.74,0.29,0,0.45,0.26,0.025310048089091368,0.02350265352539803,0.0003991245010943736,Queens,Ridgewood
36081054000,2000,N,N,4496,337.2,0.075,278,0.062,3831,0.852,57,0.013000000000000001,473,0.105,1215,1017,516,0.11599999999999999,80,0.079,0,0,4218,0.938,4304,4158.8,0.9572953736654805,22,100,0.95,0.68,0,0.27,0.050000000000000044,0.02224199288256228,0.01810699588477366,0.0002832496459379426,Queens,Queens Village
36081054200,2000,N,N,5709,393.92100000000005,0.069,1084,0.19,1857,0.325,1176,0.20600000000000002,1202,0.21100000000000002,1523,1333,457,0.081,105,0.079,10,0.002,4625,0.81,3059,5315.079,0.53582063408653,9,1,0.01,0.01,0.01,0.01,0.99,0.00017516202487300754,0.005909389363099146,0.00011587485515643106,Queens,Queens Village
36081054500,2000,N,N,3932,365.67600000000004,0.09300000000000001,1715,0.436,92,0.023,347,0.08800000000000001,2473,0.629,1253,956,1064,0.271,229,0.233,0,0,2217,0.5640000000000001,2565,3566.324,0.6523397761953205,19,0,0.74,0,0.05,0.68,0,0,0.015163607342378291,0.00024462469421913225,Queens,Ridgewood
36081054700,2000,N,N,4717,415.09600000000006,0.08800000000000001,1696,0.36,142,0.03,663,0.141,3156,0.669,1365,1068,1383,0.293,313,0.27699999999999997,0,0,3021,0.64,3298,4301.9039999999995,0.6991732033071868,41,100,0.9,0.17,0,0.73,0.09999999999999998,0.0211999152003392,0.030036630036630037,0.0005278743401570748,Queens,Ridgewood
36081054800,2000,N,N,2392,160.264,0.067,404,0.16899999999999998,658,0.275,528,0.221,452,0.18899999999999997,665,556,269,0.11199999999999999,47,0.076,0,0,1988,0.831,1110,2231.736,0.46404682274247494,4,1,0.01,0.01,0.01,0.01,0.99,0.0004180602006688963,0.006015037593984963,0.000051499935625080466,Queens,Queens Village
36081054900,2000,N,N,5322,468.33600000000007,0.08800000000000001,1884,0.354,150,0.027999999999999997,607,0.114,3495,0.657,1601,1243,1538,0.289,301,0.251,0,0,3438,0.646,3645,4853.664,0.6848928974069899,56,200,0.91,0.05,0,0.86,0.08999999999999997,0.03757985719654265,0.03497813866333541,0.0007209990987511266,Queens,Ridgewood
36081055100,2000,N,N,4679,355.604,0.076,2437,0.521,106,0.023,348,0.07400000000000001,2026,0.433,1622,1127,1093,0.235,256,0.22699999999999998,0,0,2242,0.479,2132,4323.396,0.4556529172900192,45,200,0.76,0.04,0,0.71,0.24,0.04274417610600555,0.027743526510480888,0.0005793742757821553,Queens,Ridgewood
36081055200,2000,N,N,3497,230.80200000000002,0.066,914,0.261,911,0.261,762,0.218,892,0.255,1074,852,172,0.05,45,0.05,0,0,2583,0.739,1803,3266.198,0.5155847869602517,3,1,0.01,0.01,0.01,0.01,0.99,0.00028595939376608524,0.002793296089385475,0.00003862495171881035,Queens,Queens Village
36081055300,2000,N,N,2537,230.867,0.091,655,0.258,174,0.069,255,0.10099999999999999,1923,0.758,764,594,755,0.303,145,0.258,19,0.008,1882,0.742,2097,2306.133,0.826566811194324,27,100,0.89,0.19,0,0.7,0.10999999999999999,0.039416633819471816,0.03534031413612566,0.0003476245654692932,Queens,Ridgewood
36081055400,2000,N,N,2492,144.536,0.057999999999999996,887,0.35600000000000004,407,0.163,625,0.251,641,0.257,831,646,180,0.07400000000000001,31,0.051,0,0,1605,0.6439999999999999,1048,2347.464,0.420545746388443,3,1,0.01,0.01,0.01,0.01,0.99,0.0004012841091492777,0.0036101083032490976,0.00003862495171881035,Queens,Queens Village
36081055500,2000,N,N,2187,153.09,0.07,740,0.33799999999999997,166,0.076,189,0.086,1452,0.664,642,493,311,0.14400000000000002,76,0.141,0,0,1447,0.662,1618,2033.91,0.7398262459990855,34,100,0.91,0.24,0,0.68,0.08999999999999997,0.04572473708276177,0.0529595015576324,0.000437749452813184,Queens,Ridgewood
36081055600,2000,N,N,2254,137.494,0.061,669,0.297,338,0.15,620,0.275,593,0.263,648,555,119,0.055,18,0.032,0,0,1585,0.7030000000000001,931,2116.506,0.41304347826086957,3,1,0.01,0.01,0.01,0.01,0.99,0.00044365572315882877,0.004629629629629629,0.00003862495171881035,Queens,Queens Village
36081055700,2000,N,N,3946,311.734,0.079,1897,0.48100000000000004,166,0.042,454,0.115,2095,0.531,1329,962,678,0.168,148,0.153,0,0,2049,0.5189999999999999,2261,3634.266,0.5729853015712113,43,100,0.88,0.07,0,0.81,0.12,0.025342118601115054,0.03235515425131678,0.000553624307969615,Queens,Ridgewood
36081055800,2000,N,N,1967,127.855,0.065,598,0.304,427,0.217,451,0.22899999999999998,510,0.259,539,470,163,0.083,32,0.069,0,0,1369,0.696,937,1839.145,0.47635993899339096,0,1,0.01,0.01,0.01,0.01,0.99,0.0005083884087442806,0,0,Queens,Queens Village
36081055900,2000,N,N,1134,114.53399999999999,0.10099999999999999,324,0.28600000000000003,131,0.11599999999999999,59,0.052000000000000005,839,0.74,352,270,436,0.34600000000000003,114,0.38799999999999996,0,0,810,0.714,970,1019.466,0.855379188712522,15,0,0.93,0.4,0,0.53,0,0,0.04261363636363636,0.00019312475859405175,Queens,Ridgewood
36081056000,2000,N,N,1826,105.90799999999999,0.057999999999999996,707,0.387,293,0.16,439,0.24,460,0.252,530,434,183,0.10800000000000001,41,0.098,0,0,1119,0.613,753,1720.092,0.4123767798466594,0,1,0.01,0.01,0.01,0.01,0.99,0.000547645125958379,0,0,Queens,Queens Village
36081056100,2000,N,N,7,2.0020000000000002,0.28600000000000003,7,1,0,0,0,0,7,1,2,2,0,0,0,0,0,0,0,0,7,4.997999999999999,1,8,1,0.01,0.01,0.01,0.01,0.99,0.14285714285714285,4,0.00010299987125016093,Queens,park-cemetery-etc-Queens
36081056200,2000,N,N,1484,105.36399999999999,0.071,580,0.391,275,0.185,298,0.201,394,0.265,426,361,68,0.044000000000000004,10,0.027999999999999997,0,0,904,0.609,669,1378.636,0.4508086253369272,0,1,0.01,0.01,0.01,0.01,0.99,0.0006738544474393531,0,0,Queens,Queens Village
36081056400,2000,N,N,1839,139.764,0.076,680,0.37,319,0.17300000000000001,277,0.151,658,0.358,566,433,108,0.062,27,0.062,0,0,1159,0.63,977,1699.2359999999999,0.5312669929309407,3,1,0.01,0.01,0.01,0.01,0.99,0.000543773790103317,0.00530035335689046,0.00003862495171881035,Queens,Queens Village
36081056500,2000,N,N,1120,82.88000000000001,0.07400000000000001,505,0.451,48,0.043,58,0.052000000000000005,718,0.6409999999999999,351,276,278,0.245,68,0.249,0,0,615,0.5489999999999999,766,1037.12,0.6839285714285714,5,1,0.01,0.01,0.01,0.01,0.99,0.0008928571428571428,0.014245014245014245,0.00006437491953135059,Queens,Glendale
36081056600,2000,N,N,1588,95.28,0.06,442,0.278,383,0.24100000000000002,466,0.293,323,0.203,449,374,115,0.068,24,0.054000000000000006,0,0,1146,0.722,706,1492.72,0.4445843828715365,1,1,0.01,0.01,0.01,0.01,0.99,0.0006297229219143577,0.0022271714922048997,0.000012874983906270117,Queens,Queens Village
36081056700,2000,N,N,4513,288.832,0.064,3005,0.6659999999999999,80,0.018000000000000002,149,0.033,1815,0.402,1502,1154,423,0.096,86,0.079,0,0,1508,0.3340000000000001,1895,4224.168,0.41989807223576336,15,0,0.93,0.13,0,0.8,0,0,0.009986684420772303,0.00019312475859405175,Queens,Glendale
36081056800,2000,N,N,5356,407.056,0.076,630,0.11800000000000001,3716,0.6940000000000001,204,0.038,926,0.17300000000000001,1561,1261,590,0.111,129,0.10300000000000001,0,0,4726,0.882,4642,4948.944,0.8666915608663182,8,1,0.01,0.01,0.01,0.01,0.99,0.00018670649738610905,0.005124919923126201,0.00010299987125016093,Queens,Queens Village
36081057700,2000,N,N,3483,233.36100000000002,0.067,2808,0.8059999999999999,14,0.004,151,0.043,875,0.251,1352,898,340,0.098,85,0.091,0,0,675,0.19400000000000006,889,3249.639,0.2552397358598909,9,1,0.01,0.01,0.01,0.01,0.99,0.0002871088142405972,0.006656804733727811,0.00011587485515643106,Queens,Glendale
36081057800,2000,N,N,3477,253.821,0.073,249,0.07200000000000001,2911,0.8370000000000001,41,0.012,255,0.073,970,806,229,0.07200000000000001,54,0.069,0,0,3228,0.9279999999999999,3166,3223.179,0.910555076215128,16,100,1,0.81,0,0.19,0,0.028760425654299683,0.016494845360824743,0.00020599974250032186,Queens,Queens Village
36081057900,2000,N,N,1566,103.35600000000001,0.066,1274,0.8140000000000001,11,0.006999999999999999,68,0.043,377,0.24100000000000002,614,407,267,0.162,68,0.15,0,0,292,0.18599999999999994,388,1462.644,0.24776500638569604,1,1,0.01,0.01,0.01,0.01,0.99,0.0006385696040868455,0.0016286644951140066,0.000012874983906270117,Queens,Glendale
36081058000,2000,N,N,4145,244.555,0.059000000000000004,202,0.049,3589,0.866,42,0.01,257,0.062,1176,977,326,0.08,61,0.062,0,0,3943,0.951,3846,3900.445,0.9278648974668275,3,1,0.01,0.01,0.01,0.01,0.99,0.00024125452352231604,0.002551020408163265,0.00003862495171881035,Queens,Queens Village
36081058100,2000,N,N,2608,166.912,0.064,2072,0.794,64,0.025,101,0.039,728,0.27899999999999997,1043,663,380,0.14800000000000002,104,0.159,0,0,536,0.20599999999999996,792,2441.088,0.30368098159509205,5,1,0.01,0.01,0.01,0.01,0.99,0.0003834355828220859,0.004793863854266539,0.00006437491953135059,Queens,Ridgewood
36081058300,2000,N,N,3366,265.914,0.079,2348,0.698,64,0.019,241,0.07200000000000001,1169,0.34700000000000003,1214,860,430,0.128,86,0.10099999999999999,0,0,1018,0.30200000000000005,1233,3100.0860000000002,0.3663101604278075,5,1,0.01,0.01,0.01,0.01,0.99,0.00029708853238265005,0.004118616144975288,0.00006437491953135059,Queens,Ridgewood
36081058500,2000,N,N,4135,285.315,0.069,2850,0.6890000000000001,34,0.008,272,0.066,1419,0.34299999999999997,1477,1043,670,0.162,154,0.142,0,0,1285,0.31099999999999994,1453,3849.685,0.3513905683192261,23,100,0.83,0.13,0.04,0.65,0.17000000000000004,0.02418379685610641,0.015572105619498984,0.0002961246298442127,Queens,Ridgewood
36081058700,2000,N,N,3336,206.832,0.062,2539,0.7609999999999999,18,0.005,203,0.061,861,0.258,1335,863,510,0.154,115,0.131,0,0,797,0.2390000000000001,879,3129.168,0.26348920863309355,9,1,0.01,0.01,0.01,0.01,0.99,0.00029976019184652276,0.006741573033707865,0.00011587485515643106,Queens,Ridgewood
36081058800,2000,N,N,1120,63.84,0.057,28,0.025,968,0.8640000000000001,18,0.016,51,0.046,365,293,80,0.069,16,0.055,0,0,1092,0.975,1019,1056.16,0.9098214285714286,1,1,0.01,0.01,0.01,0.01,0.99,0.0008928571428571428,0.0027397260273972603,0.000012874983906270117,Queens,Queens Village
36081058900,2000,N,N,4384,346.336,0.079,2917,0.665,61,0.013999999999999999,160,0.036000000000000004,1716,0.391,1605,1128,1116,0.253,279,0.231,0,0,1467,0.33499999999999996,1777,4037.6639999999998,0.4053375912408759,33,100,0.55,0.03,0,0.52,0.44999999999999996,0.02281021897810219,0.020560747663551402,0.0004248744689069139,Queens,Ridgewood
36081059000,2000,N,N,1241,53.36299999999999,0.043,35,0.027999999999999997,1091,0.879,8,0.006,68,0.055,393,316,38,0.031,4,0.013000000000000001,0,0,1206,0.972,1159,1187.637,0.9339242546333602,0,1,0.01,0.01,0.01,0.01,0.99,0.0008058017727639,0,0,Queens,Cambria Heights
36081059100,2000,N,N,5777,519.93,0.09,3422,0.5920000000000001,99,0.017,182,0.032,3032,0.525,1979,1487,1240,0.215,287,0.18899999999999997,0,0,2355,0.4079999999999999,3131,5257.07,0.541976804569846,36,100,0.67,0.06,0,0.61,0.32999999999999996,0.017310022503029255,0.01819100555836281,0.0004634994206257242,Queens,Ridgewood
36081059200,2000,N,N,1263,69.465,0.055,31,0.025,1178,0.9329999999999999,10,0.008,41,0.032,406,335,76,0.057999999999999996,23,0.06,0,0,1232,0.975,1219,1193.535,0.9651623119556612,0,1,0.01,0.01,0.01,0.01,0.99,0.000791765637371338,0,0,Queens,Cambria Heights
36081059300,2000,N,N,3865,208.71000000000004,0.054000000000000006,3128,0.809,27,0.006999999999999999,193,0.05,771,0.19899999999999998,1523,1006,450,0.11800000000000001,80,0.081,0,0,737,0.19099999999999995,798,3656.29,0.20646830530401034,6,1,0.01,0.01,0.01,0.01,0.99,0.000258732212160414,0.003939592908732764,0.0000772499034376207,Queens,Ridgewood
36081059400,2000,N,N,1780,87.22,0.049,64,0.036000000000000004,1632,0.917,6,0.003,93,0.052000000000000005,555,447,115,0.065,28,0.067,0,0,1716,0.964,1725,1692.78,0.9691011235955056,0,1,0.01,0.01,0.01,0.01,0.99,0.0005617977528089888,0,0,Queens,Cambria Heights
36081059500,2000,N,N,4550,354.9,0.078,3101,0.682,63,0.013999999999999999,254,0.055999999999999994,1814,0.39899999999999997,1617,1184,870,0.193,184,0.158,0,0,1449,0.31799999999999995,1877,4195.1,0.4125274725274725,30,100,0.8,0.03,0,0.77,0.19999999999999996,0.02197802197802198,0.01855287569573284,0.0003862495171881035,Queens,Ridgewood
36081059600,2000,N,N,1614,101.682,0.063,49,0.03,1506,0.9329999999999999,3,0.002,32,0.02,516,419,109,0.067,16,0.035,0,0,1565,0.97,1538,1512.318,0.952912019826518,3,1,0.01,0.01,0.01,0.01,0.99,0.0006195786864931846,0.005813953488372093,0.00003862495171881035,Queens,Cambria Heights
36081059800,2000,N,N,1830,115.29,0.063,23,0.013000000000000001,1702,0.93,14,0.008,62,0.034,596,483,150,0.084,20,0.040999999999999995,0,0,1807,0.987,1764,1714.71,0.9639344262295082,1,1,0.01,0.01,0.01,0.01,0.99,0.000546448087431694,0.0016778523489932886,0.000012874983906270117,Queens,Cambria Heights
36081059900,2000,N,N,1446,76.63799999999999,0.053,1293,0.894,1,0.001,46,0.032,213,0.147,560,402,120,0.081,18,0.044000000000000004,0,0,153,0.10599999999999998,214,1369.362,0.1479944674965422,2,1,0.01,0.01,0.01,0.01,0.99,0.0006915629322268327,0.0035714285714285713,0.000025749967812540233,Queens,Maspeth
36081060000,2000,N,N,1260,66.78,0.053,39,0.031,1165,0.925,1,0.001,32,0.025,412,334,43,0.035,11,0.032,0,0,1221,0.969,1197,1193.22,0.95,1,1,0.01,0.01,0.01,0.01,0.99,0.0007936507936507937,0.0024271844660194173,0.000012874983906270117,Queens,Cambria Heights
36081060100,2000,N,N,2003,142.213,0.071,1700,0.8490000000000001,10,0.005,83,0.040999999999999995,371,0.185,766,514,170,0.084,28,0.054000000000000006,0,0,303,0.1509999999999999,381,1860.787,0.19021467798302547,1,1,0.01,0.01,0.01,0.01,0.99,0.0004992511233150275,0.0013054830287206266,0.000012874983906270117,Queens,Maspeth
36081060200,2000,N,N,1212,84.84,0.07,51,0.042,1096,0.904,12,0.01,65,0.054000000000000006,375,316,60,0.052000000000000005,10,0.038,0,0,1161,0.958,1161,1127.16,0.9579207920792079,1,1,0.01,0.01,0.01,0.01,0.99,0.0008250825082508251,0.0026666666666666666,0.000012874983906270117,Queens,Cambria Heights
36081060300,2000,N,N,1560,68.64,0.044000000000000004,1402,0.899,11,0.006999999999999999,32,0.021,232,0.149,642,419,77,0.047,16,0.039,0,0,158,0.10099999999999998,243,1491.36,0.15576923076923077,1,1,0.01,0.01,0.01,0.01,0.99,0.000641025641025641,0.001557632398753894,0.000012874983906270117,Queens,Middle Village
36081060400,2000,N,N,1026,44.117999999999995,0.043,54,0.053,916,0.893,0,0,48,0.047,336,273,58,0.059000000000000004,22,0.067,0,0,972,0.947,964,981.8820000000001,0.9395711500974658,2,1,0.01,0.01,0.01,0.01,0.99,0.0009746588693957114,0.005952380952380952,0.000025749967812540233,Queens,Cambria Heights
36081060600,2000,N,N,1521,80.613,0.053,40,0.026000000000000002,1374,0.903,20,0.013000000000000001,73,0.048,482,397,97,0.057999999999999996,18,0.045,0,0,1481,0.974,1447,1440.387,0.9513477975016437,4,1,0.01,0.01,0.01,0.01,0.99,0.0006574621959237344,0.008298755186721992,0.000051499935625080466,Queens,Cambria Heights
36081060700,2000,N,N,1105,60.775,0.055,1038,0.9390000000000001,0,0,27,0.024,68,0.062,465,314,153,0.138,24,0.067,0,0,67,0.06099999999999994,68,1044.225,0.06153846153846154,0,1,0.01,0.01,0.01,0.01,0.99,0.0009049773755656109,0,0,Queens,Middle Village
36081060800,2000,N,N,1631,91.33599999999998,0.055999999999999994,34,0.021,1511,0.9259999999999999,7,0.004,84,0.052000000000000005,508,399,40,0.026000000000000002,9,0.024,0,0,1597,0.979,1595,1539.664,0.9779276517473943,1,1,0.01,0.01,0.01,0.01,0.99,0.0006131207847946045,0.001968503937007874,0.000012874983906270117,Queens,Cambria Heights
36081061000,2000,N,N,1216,72.96,0.06,46,0.038,1121,0.922,1,0.001,55,0.045,385,306,12,0.01,0,0,0,0,1170,0.962,1176,1143.04,0.9671052631578947,1,1,0.01,0.01,0.01,0.01,0.99,0.0008223684210526315,0.0025974025974025974,0.000012874983906270117,Queens,Cambria Heights
36081061200,2000,N,N,1719,80.793,0.047,91,0.053,1563,0.909,5,0.003,52,0.03,517,438,80,0.047,27,0.062,0,0,1628,0.947,1615,1638.2069999999999,0.939499709133217,0,1,0.01,0.01,0.01,0.01,0.99,0.0005817335660267597,0,0,Queens,Cambria Heights
36081061300,2000,N,N,5011,320.704,0.064,4222,0.843,52,0.01,197,0.039,970,0.19399999999999998,1850,1270,484,0.09699999999999999,127,0.09699999999999999,0,0,789,0.15700000000000003,1022,4690.296,0.2039513071243265,22,100,0.64,0.05,0,0.59,0.36,0.019956096587507483,0.011891891891891892,0.0002832496459379426,Queens,Ridgewood
36081061400,2000,N,N,1436,97.64800000000001,0.068,39,0.027000000000000003,1303,0.907,3,0.002,69,0.048,413,351,67,0.047,7,0.02,0,0,1397,0.973,1372,1338.352,0.9554317548746518,2,1,0.01,0.01,0.01,0.01,0.99,0.0006963788300835655,0.004842615012106538,0.000025749967812540233,Queens,Cambria Heights
36081061601,2000,N,N,2189,102.883,0.047,51,0.023,2031,0.9279999999999999,5,0.002,54,0.025,683,578,80,0.036000000000000004,5,0.008,0,0,2138,0.977,2085,2086.117,0.9524897213339424,3,1,0.01,0.01,0.01,0.01,0.99,0.00045682960255824577,0.004392386530014641,0.00003862495171881035,Queens,Laurelton
36081061602,2000,N,N,1545,91.155,0.059000000000000004,135,0.087,1279,0.828,31,0.02,81,0.052000000000000005,524,387,118,0.073,16,0.040999999999999995,0,0,1410,0.913,1360,1453.845,0.8802588996763754,2,1,0.01,0.01,0.01,0.01,0.99,0.0006472491909385113,0.003816793893129771,0.000025749967812540233,Queens,Rosedale
36081061800,2000,N,N,1603,97.783,0.061,93,0.057999999999999996,1357,0.847,18,0.011000000000000001,87,0.054000000000000006,626,405,136,0.092,27,0.075,0,0,1510,0.942,1444,1505.217,0.9008109794135996,1,1,0.01,0.01,0.01,0.01,0.99,0.0006238303181534623,0.001597444089456869,0.000012874983906270117,Queens,Laurelton
36081061900,2000,N,N,2649,137.74800000000002,0.052000000000000005,2391,0.903,11,0.004,63,0.024,286,0.10800000000000001,1077,701,205,0.078,45,0.064,0,0,258,0.09699999999999998,297,2511.252,0.11211778029445074,5,1,0.01,0.01,0.01,0.01,0.99,0.00037750094375235937,0.004642525533890436,0.00006437491953135059,Queens,Middle Village
36081062000,2000,N,N,1567,75.21600000000001,0.048,51,0.033,1454,0.9279999999999999,8,0.005,59,0.038,489,409,94,0.055999999999999994,23,0.055,0,0,1516,0.967,1513,1491.784,0.9655392469687301,2,1,0.01,0.01,0.01,0.01,0.99,0.0006381620931716656,0.00408997955010225,0.000025749967812540233,Queens,Laurelton
36081062100,2000,N,N,2732,183.044,0.067,2502,0.9159999999999999,2,0.001,43,0.016,355,0.13,1071,724,239,0.091,62,0.087,0,0,230,0.08400000000000007,357,2548.956,0.1306734992679356,5,1,0.01,0.01,0.01,0.01,0.99,0.00036603221083455345,0.004668534080298786,0.00006437491953135059,Queens,Middle Village
36081062300,2000,N,N,1669,101.809,0.061,1597,0.9570000000000001,8,0.005,4,0.002,113,0.068,731,444,163,0.09699999999999999,25,0.053,0,0,72,0.04299999999999993,121,1567.191,0.07249850209706411,4,1,0.01,0.01,0.01,0.01,0.99,0.0005991611743559018,0.005471956224350205,0.000051499935625080466,Queens,Glendale
36081062400,2000,N,N,671,24.827,0.037000000000000005,26,0.039,613,0.914,2,0.003,40,0.06,228,172,38,0.055,0,0,0,0,645,0.961,653,646.173,0.9731743666169895,2,1,0.01,0.01,0.01,0.01,0.99,0.0014903129657228018,0.008771929824561403,0.000025749967812540233,Queens,Laurelton
36081062500,2000,N,N,2242,132.27800000000002,0.059000000000000004,2090,0.932,22,0.01,28,0.012,280,0.125,903,610,146,0.066,20,0.034,6,0.003,152,0.06799999999999995,302,2109.7219999999998,0.13470115967885815,6,1,0.01,0.01,0.01,0.01,0.99,0.00044603033006244426,0.006644518272425249,0.0000772499034376207,Queens,Glendale
36081062600,2000,N,N,2668,152.076,0.057,64,0.024,2445,0.9159999999999999,24,0.009000000000000001,149,0.055999999999999994,865,698,74,0.027999999999999997,7,0.01,0,0,2604,0.976,2594,2515.924,0.972263868065967,1,1,0.01,0.01,0.01,0.01,0.99,0.0003748125937031484,0.0011560693641618498,0.000012874983906270117,Queens,Laurelton
36081062700,2000,N,N,2630,147.27999999999997,0.055999999999999994,2373,0.902,16,0.006,36,0.013999999999999999,351,0.133,1031,718,289,0.111,64,0.08900000000000001,0,0,257,0.09799999999999998,367,2482.7200000000003,0.13954372623574143,6,1,0.01,0.01,0.01,0.01,0.99,0.00038022813688212925,0.005819592628516004,0.0000772499034376207,Queens,Glendale
36081062900,2000,N,N,2673,155.034,0.057999999999999996,2380,0.89,14,0.005,20,0.006999999999999999,546,0.204,1044,712,540,0.203,127,0.17,0,0,293,0.10999999999999999,560,2517.966,0.20950243172465394,6,1,0.01,0.01,0.01,0.01,0.99,0.0003741114852225963,0.005747126436781609,0.0000772499034376207,Queens,Glendale
36081063000,2000,N,N,1770,106.2,0.06,42,0.024,1634,0.9229999999999999,6,0.003,78,0.044000000000000004,537,439,52,0.028999999999999998,6,0.013999999999999999,0,0,1728,0.976,1712,1663.8,0.9672316384180791,3,1,0.01,0.01,0.01,0.01,0.99,0.0005649717514124294,0.00558659217877095,0.00003862495171881035,Queens,Laurelton
36081063200,2000,N,N,2407,129.978,0.054000000000000006,70,0.028999999999999998,2185,0.9079999999999999,17,0.006999999999999999,127,0.053,714,588,114,0.044000000000000004,17,0.025,8,0.003,2337,0.971,2312,2277.022,0.9605317823016203,3,1,0.01,0.01,0.01,0.01,0.99,0.0004154549231408392,0.004201680672268907,0.00003862495171881035,Queens,Laurelton
36081063301,2000,N,N,1462,86.25800000000001,0.059000000000000004,1392,0.9520000000000001,4,0.003,9,0.006,135,0.092,596,399,76,0.053,21,0.049,0,0,70,0.04799999999999993,139,1375.742,0.09507523939808482,2,1,0.01,0.01,0.01,0.01,0.99,0.0006839945280437756,0.003355704697986577,0.000025749967812540233,Queens,Glendale
36081063302,2000,N,N,1415,96.22000000000001,0.068,1322,0.934,4,0.003,16,0.011000000000000001,137,0.09699999999999999,576,411,85,0.063,21,0.055,0,0,93,0.06599999999999995,141,1318.78,0.09964664310954063,0,1,0.01,0.01,0.01,0.01,0.99,0.0007067137809187279,0,0,Queens,Glendale
36081063500,2000,N,N,2485,164.01000000000002,0.066,2394,0.963,17,0.006999999999999999,13,0.005,180,0.07200000000000001,964,690,132,0.055,24,0.039,0,0,91,0.03700000000000003,197,2320.99,0.07927565392354124,2,1,0.01,0.01,0.01,0.01,0.99,0.00040241448692152917,0.002074688796680498,0.000025749967812540233,Queens,Glendale
36081063700,2000,N,N,3093,179.39399999999998,0.057999999999999996,2771,0.8959999999999999,32,0.01,71,0.023,425,0.13699999999999998,1193,870,267,0.086,45,0.052000000000000005,0,0,322,0.10400000000000009,457,2913.606,0.14775299062398967,1,1,0.01,0.01,0.01,0.01,0.99,0.00032331070158422246,0.0008382229673093043,0.000012874983906270117,Queens,Glendale
36081063800,2000,N,N,3835,241.605,0.063,633,0.165,2716,0.708,127,0.033,358,0.09300000000000001,1162,898,322,0.084,48,0.053,0,0,3202,0.835,3074,3593.395,0.8015645371577576,7,1,0.01,0.01,0.01,0.01,0.99,0.0002607561929595828,0.006024096385542169,0.00009012488734389082,Queens,Rosedale
36081063900,2000,N,N,2670,138.84,0.052000000000000005,2286,0.856,66,0.025,92,0.034,361,0.135,1129,730,280,0.10300000000000001,42,0.055999999999999994,0,0,384,0.14400000000000002,427,2531.16,0.15992509363295881,1,1,0.01,0.01,0.01,0.01,0.99,0.0003745318352059925,0.0008857395925597874,0.000012874983906270117,Queens,Glendale
36081064101,2000,N,N,1603,43.281000000000006,0.027000000000000003,1393,0.8690000000000001,17,0.011000000000000001,88,0.055,188,0.11699999999999999,869,438,128,0.081,38,0.08800000000000001,26,0.017,210,0.1309999999999999,205,1559.719,0.12788521522145976,0,1,0.01,0.01,0.01,0.01,0.99,0.0006238303181534623,0,0,Queens,Woodhaven
36081064102,2000,N,N,217,8.896999999999998,0.040999999999999995,177,0.816,16,0.07400000000000001,9,0.040999999999999995,38,0.175,89,46,47,0.254,0,0,0,0,40,0.18400000000000005,54,208.103,0.2488479262672811,0,1,0.01,0.01,0.01,0.01,0.99,0.004608294930875576,0,0,Queens,park-cemetery-etc-Queens
36081064500,2000,N,N,1928,102.184,0.053,1416,0.7340000000000001,43,0.022000000000000002,349,0.18100000000000002,279,0.145,774,516,228,0.11699999999999999,37,0.07200000000000001,6,0.003,512,0.2659999999999999,322,1825.816,0.16701244813278007,2,1,0.01,0.01,0.01,0.01,0.99,0.0005186721991701245,0.002583979328165375,0.000025749967812540233,Queens,Forest Hills
