tract,year,nycha,hud,totPopulation,totPerPopUnder5,totPopPoverty,totPerPoverty,totHouseholds,totFamilies,totWhite,totBlack,totAsian,totHispanic,totYiddish,totNotWhite,totPerNotWhite,totBlackHispanic,totPopUnder5,totPopOver5,totPoverty,totPerHispanic,totPerWhite,totPerAsian,totPerBlack,totPerYiddish,totPerBlackHispanic,hhNYCHA,sec8Households,popNYCHA,sec8Population,sec8PerHHNotWhite,sec8PerHHBlack,sec8PerHHAsian,sec8PerHHHispanic,sec8PerHHWhite,sec8TotHHWhite,sec8TotHHNotWhite,sec8TotHHBlack,sec8TotHHAsian,sec8TotHHHispanic,sec8PerPop,sec8PerHH,sec8PerVouchers,boro,neighborhood,sec8HouseholdsNYCHA,sec8PopulationNYCHA,sec8AvgIncomeNYCHA
36061016900,2009,Y,Y,10358,0.075,10067,0.078,5120,3.02,8625,144,461,752,28,1733,0.16731029156207763,896,776.85,9581.15,785.226,0.07260088820235566,0.8326897084379223,0.0445066615176675,0.013902297740876618,0.002922404930514604,0.08650318594323228,N,55,N,85,0.75,0.27,0,0.51,0.25,13.75,41.25,14.850000000000001,0,28.05,0.00820621741648967,0.0107421875,0.0004149941146289198,Manhattan,Upper West Side,23,35,
36061017000,2009,Y,Y,7944,0.068,7750,0.203,3138,3.79,1123,1433,1087,4084,0,6821,0.8586354481369587,5517,540.192,7403.808,1573.25,0.5140986908358509,0.14136455186304128,0.13683282980866063,0.1803877139979859,0,0.6944864048338368,N,213,N,386,0.93,0.31,0.2,0.47,0.06999999999999995,14.90999999999999,198.09,66.03,42.6,100.11,0.048590130916414905,0.06787762906309751,0.0016071590257447257,Manhattan,East Harlem South,53,87,
36061017100,2009,Y,Y,10377,0.08199999999999999,10229,0.057999999999999996,5315,2.91,8881,324,305,717,11,1496,0.1441649802447721,1041,850.9139999999999,9526.086,593.2819999999999,0.06909511419485401,0.8558350197552279,0.029391924448299123,0.031222896790980052,0.0011547239863255487,0.10031801098583405,N,30,N,29,0.73,0.63,0.03,0.1,0.27,8.100000000000001,21.9,18.9,0.8999999999999999,3,0.002794641996723523,0.005644402634054563,0.000226360426161229,Manhattan,Upper West Side,52,52,
36061017201,2009,Y,Y,4805,0.086,4805,0.364,1487,4.08,528,828,216,3203,0,4277,0.8901144640998959,4031,413.22999999999996,4391.77,1749.02,0.6665972944849116,0.10988553590010405,0.044953173777315295,0.17232049947970865,0,0.8389177939646202,N,46,N,112,0.94,0.46,0.02,0.56,0.06000000000000005,2.7600000000000025,43.239999999999995,21.16,0.92,25.76,0.023309053069719043,0.03093476798924008,0.0003470859867805511,Manhattan,East Harlem South,25,77,
36061017202,2009,Y,Y,1008,0,1008,0.364,523,3.76,230,240,88,450,0,778,0.7718253968253969,690,0,1008,366.912,0.44642857142857145,0.22817460317460317,0.0873015873015873,0.23809523809523808,0,0.6845238095238095,N,21,N,35,0.91,0.33,0,0.57,0.08999999999999997,1.8899999999999992,19.11,6.930000000000001,0,11.969999999999999,0.034722222222222224,0.040152963671128104,0.0001584522983128603,Manhattan,East Harlem South,13,22,
36061017300,2009,Y,Y,9656,0.065,9656,0.083,4766,3.2,7529,558,536,879,54,2127,0.22027754763877383,1437,627.64,9028.36,801.4480000000001,0.0910314830157415,0.7797224523612262,0.05550952775476388,0.05778790389395195,0.005981152723196682,0.14881938690969346,N,132,N,220,0.58,0.22,0.02,0.36,0.42000000000000004,55.440000000000005,76.55999999999999,29.04,2.64,47.519999999999996,0.022783761391880698,0.027696181284095678,0.0009959858751094075,Manhattan,Upper West Side,6,8,
36061017401,2009,Y,Y,6432,0.039,5553,0.303,2003,3.75,906,2750,171,2559,0,5526,0.8591417910447762,5309,250.848,6181.152,1682.559,0.3978544776119403,0.14085820895522388,0.02658582089552239,0.4275497512437811,0,0.8254042288557214,N,252,N,547,0.99,0.66,0.01,0.36,0.010000000000000009,2.5200000000000022,249.48,166.32000000000002,2.52,90.72,0.08504353233830846,0.12581128307538691,0.0019014275797543236,Manhattan,East Harlem South,50,102,
36061017402,2009,Y,Y,2753,0.085,2753,0.231,831,4.02,126,1720,104,803,0,2627,0.9542317471848892,2523,234.00500000000002,2518.995,635.943,0.29168180167090446,0.04576825281511079,0.03777697057755176,0.624772974936433,0,0.9164547766073374,N,214,N,512,0.98,0.72,0,0.28,0.020000000000000018,4.280000000000004,209.72,154.07999999999998,0,59.92000000000001,0.185978932074101,0.2575210589651023,0.0016147043732834335,Manhattan,East Harlem South,13,17,
36061017500,2009,N,Y,11156,0.07200000000000001,10713,0.044000000000000004,5503,3.04,8911,225,515,1138,0,2245,0.20123700250986015,1363,803.2320000000001,10352.768,471.37200000000007,0.10200788813194693,0.7987629974901398,0.046163499462172825,0.02016851918250269,0,0.12217640731444962,N,193,N,189,0.65,0.49,0.02,0.17,0.35,67.55,125.45,94.57,3.86,32.81,0.01694155611330226,0.035071779029620206,0.001456252074970573,Manhattan,Upper West Side,,,
36061017700,2009,Y,Y,10601,0.045,10559,0.151,4947,3.17,5708,1748,311,2408,0,4893,0.4615602301669654,4156,477.04499999999996,10123.955,1594.4089999999999,0.2271483822280917,0.5384397698330347,0.029336855013677957,0.1648901047071031,0,0.3920384869351948,N,187,N,271,0.87,0.33,0.01,0.62,0.13,24.310000000000002,162.69,61.71,1.87,115.94,0.02556362607301198,0.037800687285223365,0.0014109799897383272,Manhattan,Upper West Side,172,284,
36061017800,2009,Y,Y,5354,0.105,5354,0.306,1593,4.4,1162,1386,148,2474,0,4192,0.7829660067239447,3860,562.17,4791.83,1638.324,0.46208442286141205,0.2170339932760553,0.027642883825177437,0.25887187149794544,0,0.7209562943593575,N,148,N,294,0.95,0.39,0,0.68,0.050000000000000044,7.400000000000007,140.6,57.72,0,100.64,0.054912215166230856,0.09290646578782172,0.0011167114357287296,Manhattan,East Harlem North,109,230,
36061017900,2009,Y,Y,9840,0.062,9840,0.1,5203,3.01,7474,449,465,1192,0,2366,0.24044715447154472,1641,610.08,9229.92,984,0.12113821138211382,0.7595528455284553,0.04725609756097561,0.04563008130081301,0,0.16676829268292684,N,180,N,218,0.76,0.38,0.01,0.38,0.24,43.199999999999996,136.8,68.4,1.8,68.4,0.02215447154471545,0.03459542571593312,0.001358162556967374,Manhattan,Upper West Side,8,10,
36061018000,2009,Y,Y,7117,0.081,7096,0.39399999999999996,2378,4.09,596,1798,320,4313,0,6521,0.9162568497962624,6111,576.477,6540.523,2795.8239999999996,0.6060137698468456,0.08374315020373753,0.044962765210060415,0.252634537024027,0,0.8586483068708726,N,51,N,109,0.92,0.51,0.02,0.61,0.07999999999999996,4.079999999999998,46.92,26.01,1.02,31.11,0.01531544189967683,0.02144659377628259,0.0003848127244740893,Manhattan,East Harlem North,21,59,
36061018100,2009,Y,Y,10675,0.053,10675,0.059000000000000004,4819,3.13,6800,1902,589,1229,0,3875,0.3629976580796253,3131,565.775,10109.225,629.825,0.1151288056206089,0.6370023419203747,0.055175644028103044,0.17817330210772833,0,0.29330210772833726,N,65,N,95,0.77,0.22,0.02,0.6,0.22999999999999998,14.95,50.050000000000004,14.3,1.3,39,0.008899297423887589,0.013488275575845612,0.0004904475900159961,Manhattan,Upper West Side,27,40,
36061018200,2009,Y,Y,6241,0.07,6241,0.36700000000000005,2480,3.54,205,2141,87,3580,0,6036,0.9671526998878385,5721,436.87000000000006,5804.13,2290.447,0.5736260214709181,0.03284730011216151,0.013940073706136837,0.34305399775676976,0,0.9166800192276878,N,166,N,293,0.98,0.6,0.01,0.43,0.020000000000000018,3.320000000000003,162.68,99.6,1.6600000000000001,71.38,0.046947604550552795,0.06693548387096775,0.001252527691425467,Manhattan,East Harlem North,93,186,
36061018300,2009,Y,Y,9337,0.063,9337,0.08800000000000001,4757,3.03,6942,344,900,950,18,2395,0.2565063724965192,1294,588.231,8748.769,821.6560000000001,0.10174574274392204,0.7434936275034808,0.09639070365213666,0.036842668951483346,0.00205743230847677,0.13858841169540537,N,61,N,61,0.62,0.39,0.02,0.23,0.38,23.18,37.82,23.79,1.22,14.030000000000001,0.006533147691978151,0.012823207904141265,0.0004602661998611656,Manhattan,Upper West Side,5,7,
36061018400,2009,Y,Y,8101,0.091,8066,0.267,2968,3.62,679,2481,257,4568,0,7422,0.916183187260832,7049,737.191,7363.809,2153.6220000000003,0.5638810023453894,0.08381681273916801,0.03172447845944945,0.3062584866065918,0,0.8701394889519812,N,68,N,161,0.99,0.47,0.01,0.62,0.010000000000000009,0.6800000000000006,67.32,31.959999999999997,0.68,42.16,0.01987408961856561,0.022911051212938006,0.000513083632632119,Manhattan,East Harlem North,47,120,
36061018500,2009,N,Y,4258,0.10300000000000001,4258,0.063,2458,2.83,2846,728,297,295,0,1412,0.33161108501643966,1023,438.574,3819.426,268.254,0.0692813527477689,0.6683889149835603,0.06975105683419446,0.1709722874589009,0,0.2402536402066698,N,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,Manhattan,Upper West Side,,,
36061018600,2009,Y,Y,5543,0.11,5252,0.5,1934,3.63,307,2873,293,1719,0,5236,0.9446148295147032,4592,609.73,4933.27,2626,0.31012087317337184,0.05538517048529677,0.05285946238499008,0.5183113837272235,0,0.8284322569005953,N,16,N,29,1,0.68,0,0.32,0,0,16,10.88,0,5.12,0.0052318239220638645,0.008273009307135471,0.00012072556061932213,Manhattan,Central Harlem South,8,17,
36061018700,2009,Y,Y,9189,0.068,9189,0.066,4465,3.02,6500,502,446,1601,0,2689,0.29263249537490477,2103,624.8520000000001,8564.148,606.474,0.17423005767765806,0.7073675046250952,0.048536293394275766,0.05463053651104582,0,0.2288605941887039,N,34,N,73,0.88,0.44,0.03,0.41,0.12,4.08,29.92,14.96,1.02,13.94,0.00794428120578953,0.00761478163493841,0.0002565418163160595,Manhattan,Upper West Side,2,4,
36061018800,2009,Y,Y,5907,0.083,5907,0.374,1840,4.66,405,932,118,4417,0,5502,0.9314372778059928,5349,490.281,5416.719,2209.218,0.7477568985948875,0.06856272219400711,0.019976299305908246,0.15777890638225833,0,0.9055358049771458,N,245,N,438,0.93,0.5,0.01,0.5,0.06999999999999995,17.149999999999988,227.85000000000002,122.5,2.45,122.5,0.07414931437277807,0.1331521739130435,0.00184861014698337,Manhattan,East Harlem North,118,291,
36061018900,2009,Y,Y,11837,0.066,11264,0.331,4968,3.67,3539,3313,367,4410,0,8298,0.7010222184675171,7723,781.2420000000001,11055.758,3728.384,0.3725606150206978,0.2989777815324829,0.031004477485849453,0.2798851060234857,0,0.6524457210441835,N,54,N,86,1,0.35,0,0.87,0,0,54,18.9,0,46.98,0.007265354397229027,0.010869565217391304,0.0004074487670902122,Manhattan,Upper West Side,31,54,
36061019000,2009,Y,Y,2852,0.059000000000000004,2821,0.301,1143,3.93,367,1945,201,239,0,2485,0.8713183730715287,2184,168.268,2683.732,849.121,0.08380084151472651,0.12868162692847124,0.07047685834502104,0.6819775596072931,0,0.7657784011220197,N,43,N,85,1,0.84,0.05,0.14,0,0,43,36.12,2.15,6.0200000000000005,0.029803646563814866,0.03762029746281715,0.0003244499441644282,Manhattan,Central Harlem South,17,29,
36061019100,2009,N,Y,9711,0.057,9647,0.1,4872,2.73,6830,688,516,1436,41,2881,0.296673874987128,2124,553.527,9157.473,964.7,0.1478735454639069,0.703326125012872,0.053135619400679644,0.07084749253423953,0.0044772176778462795,0.21872103799814643,N,104,N,130,0.83,0.48,0.01,0.37,0.17000000000000004,17.680000000000003,86.32,49.92,1.04,38.48,0.013386880856760375,0.021346469622331693,0.0007847161440255938,Manhattan,Upper West Side,,,
36061019200,2009,Y,Y,4076,0.051,4076,0.46299999999999997,1219,3.68,222,1610,121,2020,0,3854,0.9455348380765456,3630,207.87599999999998,3868.124,1887.1879999999999,0.4955839057899902,0.05446516192345437,0.02968596663395486,0.39499509322865556,0,0.8905789990186457,N,3,N,1,0.67,0.01,0.01,0.01,0.32999999999999996,0.9899999999999999,2.0100000000000002,0.03,0.03,0.03,0.0002453385672227674,0.002461033634126333,0.0000226360426161229,Manhattan,East Harlem North,1,3,
36061019300,2009,Y,Y,9974,0.04,9974,0.247,4041,3.58,3266,1570,586,4270,0,6708,0.6725486264287147,5840,398.96000000000004,9575.04,2463.578,0.42811309404451575,0.32745137357128534,0.05875275716863846,0.15740926408662523,0,0.585522358131141,N,409,N,873,0.98,0.42,0.02,0.61,0.020000000000000018,8.180000000000007,400.82,171.78,8.18,249.48999999999998,0.0875275716863846,0.101212571145756,0.003086047143331422,Manhattan,Morningside Heights,129,246,
36061019400,2009,Y,Y,6949,0.067,6949,0.456,2049,3.72,291,1848,34,4573,0,6658,0.958123471003022,6421,465.583,6483.417,3168.744,0.6580802993236436,0.04187652899697798,0.0048927903295438195,0.2659375449704994,0,0.924017844294143,N,47,N,102,0.96,0.43,0.02,0.6,0.040000000000000036,1.8800000000000017,45.12,20.21,0.9400000000000001,28.2,0.014678370988631458,0.022938018545632016,0.00035463133431925875,Manhattan,East Harlem North,23,39,
36061019500,2009,Y,Y,7755,0.04,7539,0.16399999999999998,3722,2.94,5349,325,713,1242,0,2406,0.31025145067698257,1567,310.2,7444.8,1236.3959999999997,0.16015473887814313,0.6897485493230174,0.09194068343004513,0.041908446163765316,0,0.20206318504190846,N,11,N,18,0.82,0.18,0.09,0.82,0.18000000000000005,1.9800000000000004,9.02,1.98,0.99,9.02,0.0023210831721470018,0.002955400322407308,0.00008299882292578396,Manhattan,Morningside Heights,10,17,
36061019600,2009,Y,Y,3961,0.07400000000000001,3555,0.321,1305,3.93,123,1678,0,2085,11,3838,0.9689472355465791,3763,293.11400000000003,3667.886,1141.155,0.5263822267104267,0.031052764453420853,0,0.4236303963645544,0.0029990026952855134,0.950012623074981,N,259,N,707,0.98,0.59,0.01,0.42,0.020000000000000018,5.180000000000005,253.82,152.81,2.59,108.78,0.17849028023226457,0.19846743295019156,0.001954245012525277,Manhattan,East Harlem North,47,93,
36061019701,2009,Y,Y,126,0.111,126,0.048,61,3.07,115,0,5,3,0,11,0.0873015873015873,3,13.986,112.014,6.048,0.023809523809523808,0.9126984126984127,0.03968253968253968,0,0,0.023809523809523808,N,7,N,1,0.86,0.01,0.01,0.01,0.14,0.9800000000000001,6.02,0.07,0.07,0.07,0.007936507936507936,0.11475409836065574,0.00005281743277095343,Manhattan,Morningside Heights,7,12,
36061019702,2009,Y,Y,2419,0.083,2419,0.19699999999999998,965,3.57,431,1190,249,420,0,1988,0.8218272013228607,1610,200.77700000000002,2218.223,476.54299999999995,0.17362546506821,0.1781727986771393,0.10293509714758164,0.4919388176932617,0,0.6655642827614717,N,32,N,73,0.97,0.75,0,0.47,0.030000000000000027,0.9600000000000009,31.04,24,0,15.04,0.030177759404712692,0.03316062176165803,0.00024145112123864426,Manhattan,Central Harlem South,24,62,
36061019800,2009,Y,Y,1537,0.061,1537,0.12,727,3.42,230,783,30,452,0,1307,0.8503578399479506,1235,93.757,1443.243,184.44,0.2940793754066363,0.14964216005204944,0.01951854261548471,0.5094339622641509,0,0.8035133376707873,N,19,N,32,0.9,0.69,0,0.26,0.09999999999999998,1.8999999999999995,17.1,13.11,0,4.94,0.02081977878985036,0.026134800550206328,0.00014336160323544502,Manhattan,East Harlem North,23,34,
36061019900,2009,Y,Y,8758,0.07400000000000001,6971,0.18,3445,3.14,5654,494,1070,1116,0,3104,0.35441881708152545,1610,648.0920000000001,8109.907999999999,1254.78,0.12742635304864125,0.6455811829184745,0.12217401233158255,0.05640557204841288,0,0.18383192509705412,N,3,N,1,1,0.01,0.01,0.01,0,0,3,0.03,0.03,0.03,0.00011418131993605846,0.0008708272859216256,0.0000226360426161229,Manhattan,Morningside Heights,2,6,
36061020000,2009,Y,Y,3082,0.07400000000000001,3082,0.165,1358,4.01,376,2188,77,345,0,2706,0.8780012978585334,2533,228.06800000000004,2853.932,508.53000000000003,0.11194029850746269,0.12199870214146658,0.02498377676833225,0.7099286177806619,0,0.8218689162881246,N,75,N,103,0.93,0.84,0,0.15,0.06999999999999995,5.2499999999999964,69.75,63,0,11.25,0.033419857235561325,0.05522827687776141,0.0005659010654030724,Manhattan,Central Harlem South,12,27,
36061020101,2009,N,Y,1747,0.01,897,0.125,315,3.18,972,88,350,318,0,775,0.44361763022323986,406,17.47,1729.53,112.125,0.18202633085289066,0.5563823697767601,0.2003434459072696,0.05037206639954207,0,0.23239839725243275,N,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,Manhattan,Morningside Heights,,,
36061020102,2009,Y,Y,3992,0.10300000000000001,3982,0.17800000000000002,1553,3.57,794,2187,0,895,0,3198,0.8011022044088176,3082,411.17600000000004,3580.824,708.796,0.22419839679358716,0.19889779559118237,0,0.5478456913827655,0,0.7720440881763527,N,58,N,106,0.97,0.76,0,0.24,0.030000000000000027,1.7400000000000015,56.26,44.08,0,13.92,0.02655310621242485,0.03734707018673535,0.0004376301572450427,Manhattan,Central Harlem South,27,64,
36061020200,2009,Y,Y,408,0,408,0.483,140,4.77,0,9,21,378,0,0,0,387,0,408,197.064,0.9264705882352942,0,0.051470588235294115,0.022058823529411766,0,0.9485294117647058,N,17,N,28,1,0.59,0,0.59,0,0,17,10.03,0,10.03,0.06862745098039216,0.12142857142857143,0.00012827090815802975,Manhattan,East Harlem North,11,17,
36061020300,2009,N,Y,2766,0.01,870,0.259,401,2.62,1361,249,645,407,0,1405,0.5079537237888648,656,27.66,2738.34,225.33,0.14714389009399856,0.4920462762111352,0.23318872017353579,0.09002169197396963,0,0.23716558206796817,N,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,Manhattan,Morningside Heights,,,
36061020400,2009,N,Y,2814,0.142,2814,0.359,931,3.85,28,1660,175,943,0,2786,0.9900497512437811,2603,399.58799999999997,2414.4120000000003,1010.226,0.3351101634683724,0.009950248756218905,0.06218905472636816,0.589907604832978,0,0.9250177683013504,N,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,Manhattan,East Harlem North,,,
36061020500,2009,Y,Y,4664,0.032,2583,0.028999999999999998,1242,2.71,3100,233,449,611,0,1564,0.3353344768439108,844,149.248,4514.752,74.907,0.1310034305317324,0.6646655231560892,0.09626929674099485,0.04995711835334477,0,0.18096054888507718,N,1,N,1,1,0.01,0.01,0.01,0,0,1,0.01,0.01,0.01,0.0002144082332761578,0.0008051529790660225,0.000007545347538707633,Manhattan,Morningside Heights,1,1,
36061020600,2009,Y,Y,2992,0.034,2977,0.431,1116,3.55,216,2068,0,660,0,2776,0.9278074866310161,2728,101.72800000000001,2890.272,1283.087,0.22058823529411764,0.07219251336898395,0,0.6911764705882353,0,0.9117647058823529,N,52,N,128,0.96,0.75,0.02,0.27,0.040000000000000036,2.080000000000002,49.92,39,1.04,14.040000000000001,0.0427807486631016,0.04659498207885305,0.0003923580720127969,Manhattan,Central Harlem North-Polo Grounds,31,79,
36061020701,2009,Y,Y,2797,0.057999999999999996,2495,0.23,1224,2.61,1749,59,599,230,0,1048,0.3746871648194494,289,162.226,2634.774,573.85,0.0822309617447265,0.6253128351805506,0.21415802645691812,0.021094029317125493,0,0.10332499106185199,N,2,N,1,0.5,0.01,0.01,0.01,0.5,1,1,0.02,0.02,0.02,0.0003575259206292456,0.0016339869281045752,0.000015090695077415266,Manhattan,Morningside Heights,2,2,
36061020702,2009,Y,Y,2542,0.10300000000000001,2542,0.154,991,3.71,412,1571,42,426,0,2130,0.8379228953579858,1997,261.826,2280.174,391.468,0.16758457907159716,0.16207710464201416,0.016522423288749016,0.6180173092053501,0,0.7856018882769473,N,41,N,100,1,0.68,0.02,0.44,0,0,41,27.880000000000003,0.8200000000000001,18.04,0.03933910306845004,0.04137235116044399,0.00030935924908701294,Manhattan,Central Harlem South,34,85,
36061020800,2009,Y,Y,4367,0.073,4367,0.228,1960,3.32,602,2974,268,465,0,3765,0.8621479276391115,3439,318.791,4048.209,995.676,0.1064804213418823,0.13785207236088848,0.061369361117471946,0.6810167162811999,0,0.7874971376230822,N,114,N,221,0.98,0.88,0,0.17,0.020000000000000018,2.280000000000002,111.72,100.32000000000001,0,19.380000000000003,0.050606823906572014,0.058163265306122446,0.0008601696194126702,Manhattan,Central Harlem North-Polo Grounds,56,108,
36061020901,2009,Y,Y,3181,0.027000000000000003,3181,0.38799999999999996,1289,3.72,80,1820,24,1238,0,3101,0.9748506758880855,3058,85.88700000000001,3095.113,1234.2279999999998,0.38918579063187675,0.025149324111914492,0.007544797233574348,0.5721471235460547,0,0.9613329141779314,N,67,N,145,0.96,0.69,0.02,0.28,0.040000000000000036,2.6800000000000024,64.32,46.23,1.34,18.76,0.045583149952845015,0.051978277734678044,0.0005055382850934114,Manhattan,Morningside Heights,22,59,
36061020902,2009,Y,Y,1112,0,1112,0.138,433,4.31,146,892,0,47,0,966,0.8687050359712231,939,0,1112,153.45600000000002,0.04226618705035971,0.13129496402877697,0,0.802158273381295,0,0.8444244604316546,N,32,N,52,0.97,0.78,0,0.25,0.030000000000000027,0.9600000000000009,31.04,24.96,0,8,0.046762589928057555,0.07390300230946882,0.00024145112123864426,Manhattan,Central Harlem South,18,33,
36061021000,2009,Y,Y,7283,0.065,7267,0.212,2890,3.98,123,5469,35,1512,0,7160,0.9831113552107648,6981,473.39500000000004,6809.605,1540.604,0.20760675545791568,0.016888644789235206,0.004805711931896196,0.75092681587258,0,0.9585335713304957,N,38,N,42,0.92,0.9,0,0.13,0.07999999999999996,3.0399999999999983,34.96,34.2,0,4.94,0.005766854318275436,0.01314878892733564,0.00028672320647089004,Manhattan,East Harlem North,23,26,
36061021100,2009,Y,Y,9272,0.051,9272,0.163,4301,3.07,3632,2173,1024,2172,0,5640,0.6082830025884383,4345,472.87199999999996,8799.128,1511.336,0.2342536669542709,0.3917169974115617,0.11044003451251079,0.23436151855047455,0,0.46861518550474546,N,5,N,1,1,0.01,0.01,0.01,0,0,5,0.05,0.05,0.05,0.00010785159620362382,0.0011625203441060219,0.000037726737693538163,Manhattan,Morningside Heights,4,7,
36061021200,2009,Y,Y,3988,0.059000000000000004,3548,0.127,2169,3.2,182,3153,286,240,0,3806,0.9543630892678034,3393,235.292,3752.708,450.596,0.06018054162487462,0.04563691073219659,0.07171514543630893,0.7906218655967904,0,0.850802407221665,N,56,N,99,0.96,0.86,0.02,0.18,0.040000000000000036,2.240000000000002,53.76,48.16,1.12,10.08,0.02482447342026078,0.02581834946980175,0.00042253946216762745,Manhattan,Central Harlem North-Polo Grounds,30,46,
36061021301,2009,Y,Y,4201,0.065,3781,0.31,1525,2.89,550,2357,76,1218,0,3651,0.8690787907641038,3575,273.065,3927.935,1172.11,0.28993096881694835,0.1309212092358962,0.018090930730778387,0.561056891216377,0,0.8509878600333254,N,68,N,142,1,0.77,0,0.37,0,0,68,52.36,0,25.16,0.03380147583908593,0.04459016393442623,0.000513083632632119,Manhattan,Manhattanville,47,103,
36061021302,2009,Y,Y,329,0.08199999999999999,329,0,81,4.83,39,148,41,101,0,290,0.8814589665653495,249,26.977999999999998,302.022,0,0.3069908814589666,0.11854103343465046,0.12462006079027356,0.44984802431610943,0,0.756838905775076,N,5,N,1,1,0.01,0.01,0.01,0,0,5,0.05,0.05,0.05,0.00303951367781155,0.06172839506172839,0.000037726737693538163,Manhattan,Central Harlem North-Polo Grounds,2,2,
36061021400,2009,Y,Y,3280,0.073,3269,0.184,1844,3.14,139,2802,0,113,0,3141,0.9576219512195122,2915,239.44,3040.56,601.496,0.034451219512195125,0.04237804878048781,0,0.8542682926829268,0,0.8887195121951219,N,114,N,143,0.97,0.94,0,0.08,0.030000000000000027,3.420000000000003,110.58,107.16,0,9.120000000000001,0.04359756097560975,0.06182212581344902,0.0008601696194126702,Manhattan,Central Harlem North-Polo Grounds,89,112,
36061021600,2009,Y,Y,7972,0.079,7924,0.23399999999999999,3062,3.88,1191,4135,358,1750,13,6781,0.8506021073758153,5885,629.788,7342.2119999999995,1854.216,0.21951831409934772,0.14939789262418465,0.04490717511289513,0.5186904164576016,0.001770583578899656,0.7382087305569494,N,120,N,250,0.99,0.87,0.02,0.18,0.010000000000000009,1.200000000000001,118.8,104.4,2.4,21.599999999999998,0.03135975915704967,0.039190071848465055,0.000905441704644916,Manhattan,Central Harlem South,66,144,
36061021701,2009,Y,Y,1510,0.051,1510,0.381,530,3.62,40,739,13,688,0,1470,0.9735099337748344,1427,77.00999999999999,1432.99,575.3100000000001,0.4556291390728477,0.026490066225165563,0.008609271523178808,0.48940397350993375,0,0.9450331125827814,N,28,N,72,0.96,0.47,0,0.75,0.040000000000000036,1.120000000000001,26.88,13.16,0,21,0.04768211920529802,0.052830188679245285,0.00021126973108381373,Manhattan,Manhattanville,20,53,
36061021702,2009,Y,Y,2748,0.069,2748,0.425,975,3.84,50,2302,0,369,0,2698,0.9818049490538574,2671,189.61200000000002,2558.388,1167.8999999999999,0.13427947598253276,0.018195050946142648,0,0.8377001455604076,0,0.9719796215429404,N,192,N,444,1,0.92,0.01,0.07,0,0,192,176.64000000000001,1.92,13.440000000000001,0.1615720524017467,0.19692307692307692,0.0014487067274318655,Manhattan,Central Harlem North-Polo Grounds,27,65,
36061021800,2009,Y,Y,5883,0.061,5883,0.287,2348,3.66,936,4090,63,721,0,4947,0.8408975012748597,4811,358.863,5524.137,1688.4209999999998,0.12255651878293387,0.15910249872514023,0.010708822029576747,0.6952235254122047,0,0.8177800441951385,N,117,N,187,0.91,0.73,0,0.23,0.08999999999999997,10.529999999999996,106.47,85.41,0,26.91,0.031786503484616695,0.049829642248722314,0.0008828056620287931,Manhattan,Central Harlem South,32,62,
36061021900,2009,Y,Y,5692,0.063,5692,0.387,2084,3.53,160,1963,93,3385,0,5532,0.971890372452565,5348,358.596,5333.404,2202.804,0.5946943078004217,0.028109627547434995,0.01633872101194659,0.34486999297259313,0,0.9395643007730148,N,140,N,329,0.97,0.52,0,0.73,0.030000000000000027,4.200000000000004,135.79999999999998,72.8,0,102.2,0.057800421644413215,0.0671785028790787,0.0010563486554190685,Manhattan,Manhattanville,136,326,
36061022000,2009,Y,Y,5273,0.055,5273,0.247,2256,3.57,864,3166,156,896,30,4409,0.836146406220368,4062,290.015,4982.985,1302.431,0.16992224540109993,0.1638535937796321,0.029584676654655792,0.6004172197989759,0.006020487719710174,0.7703394652000759,N,137,N,306,0.99,0.84,0.01,0.18,0.010000000000000009,1.3700000000000012,135.63,115.08,1.37,24.66,0.05803148113028637,0.060726950354609927,0.0010337126128029458,Manhattan,Central Harlem South,77,166,
36061022101,2009,Y,Y,693,0.115,693,0.6940000000000001,198,5.14,15,302,0,370,0,678,0.9783549783549783,672,79.69500000000001,613.305,480.94200000000006,0.5339105339105339,0.021645021645021644,0,0.4357864357864358,0,0.9696969696969697,N,9,N,1,1,0.01,0.01,0.01,0,0,9,0.09,0.09,0.09,0.001443001443001443,0.045454545454545456,0.00006790812784836869,Manhattan,Manhattanville,5,9,
36061022102,2009,Y,Y,2097,0.069,2097,0.12,1016,3.3,372,1478,26,194,0,1725,0.8226037195994278,1672,144.693,1952.307,251.64,0.09251311397234144,0.17739628040057226,0.01239866475917978,0.7048164043872198,0,0.7973295183595612,N,26,N,47,0.96,0.65,0,0.31,0.040000000000000036,1.040000000000001,24.96,16.900000000000002,0,8.06,0.02241297091082499,0.025590551181102362,0.00019617903600639846,Manhattan,Central Harlem North-Polo Grounds,18,33,
36061022200,2009,Y,Y,2531,0.085,2531,0.382,986,3.8,354,1632,87,334,0,2177,0.8601343342552351,1966,215.13500000000002,2315.865,966.842,0.13196365073093638,0.13986566574476492,0.03437376531015409,0.6448044251284077,0,0.7767680758593442,N,269,N,538,0.97,0.81,0,0.2,0.030000000000000027,8.070000000000007,260.93,217.89000000000001,0,53.800000000000004,0.21256420387198735,0.27281947261663286,0.0020296984879123532,Manhattan,Central Harlem South,212,457,
